rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
7314	GIMAP5	GTPase, IMAP family member 5	932	2	0	0	1	0	0	0	1	1	1	6.825198e-01	NaN	NaN	6.825198e-01	1
7315	CCNDBP1	cyclin D-type binding-protein 1	1371	27	0	0	2	1	0	0	3	3	3	3.183711e-01	1	9.950000e-01	6.827588e-01	1
7316	MDM2	Mdm2 p53 binding protein homolog (mouse)	1534	11	0	2	4	1	0	0	5	5	5	3.184666e-01	1	5.390000e-01	6.828681e-01	1
7317	AFMID	arylformamidase	1039	6	0	2	2	0	1	0	3	3	3	7.373531e-01	1	2.500000e-01	6.829481e-01	1
7318	ATP5B	ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide	1626	4	0	1	1	0	0	0	1	1	1	6.829932e-01	NaN	NaN	6.829932e-01	1
7319	CCNB1	cyclin B1	1334	7	0	0	2	0	1	1	4	4	4	3.185860e-01	1	8.190000e-01	6.830047e-01	1
7320	TSHB	thyroid stimulating hormone, beta	426	46	0	0	1	0	0	0	1	1	1	6.830750e-01	NaN	NaN	6.830750e-01	1
7321	RGS14	regulator of G-protein signaling 14	1757	11	0	2	2	1	0	0	3	3	3	7.035764e-01	1	4.230000e-01	6.831581e-01	1
7322	GRM6	glutamate receptor, metabotropic 6	2670	10	0	5	13	1	0	0	14	14	14	3.187314e-01	1	7.130000e-01	6.831710e-01	1
7323	KCNH6	potassium voltage-gated channel, subfamily H (eag-related), member 6	3043	21	0	5	11	0	1	0	12	11	12	9.272341e-01	1	1.210000e-01	6.834420e-01	1
7324	KIAA0317	KIAA0317	2840	0	0	1	7	0	0	0	7	7	7	9.114020e-01	1	3.130000e-01	6.834674e-01	1
7325	HS6ST2	heparan sulfate 6-O-sulfotransferase 2	1525	3	0	5	3	1	0	0	4	4	4	6.835104e-01	NaN	NaN	6.835104e-01	1
7326	SFTPA1	surfactant, pulmonary-associated protein A1	815	76	0	1	2	0	1	0	3	3	3	3.190414e-01	1	7.600000e-01	6.835253e-01	1
7327	CRABP1	cellular retinoic acid binding protein 1	426	88	0	0	0	0	1	0	1	1	1	6.835332e-01	NaN	NaN	6.835332e-01	1
7328	ABCA6	ATP-binding cassette, sub-family A (ABC1), member 6	5006	0	0	3	8	0	0	0	8	8	7	9.700218e-01	2.580000e-01	5.660000e-01	6.836347e-01	1
7329	B4GALT3	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3	1206	70	0	2	3	0	0	0	3	3	3	8.184745e-01	1	2.750000e-01	6.837122e-01	1
7330	AVPR1A	arginine vasopressin receptor 1A	1261	0	0	0	15	0	0	0	15	15	15	3.193149e-01	1	6.500000e-01	6.838376e-01	1
7331	KIF17	kinesin family member 17	3146	26	0	5	10	0	1	0	11	11	11	3.194475e-01	1	7.070000e-01	6.839889e-01	1
7332	TMEM165	transmembrane protein 165	995	5	0	1	1	0	1	0	2	2	2	3.195867e-01	1	7.350000e-01	6.841477e-01	1
7333	ARL6IP5	ADP-ribosylation-like factor 6 interacting protein 5	575	15	0	1	1	0	0	0	1	1	1	6.842013e-01	NaN	NaN	6.842013e-01	1
7334	TXNDC12	thioredoxin domain containing 12 (endoplasmic reticulum)	1592	125	0	0	3	0	0	0	3	3	3	3.196521e-01	1	7.690000e-01	6.842224e-01	1
7335	VASP	vasodilator-stimulated phosphoprotein	1191	9	0	2	3	0	0	0	3	3	3	7.416604e-01	1	2.880000e-01	6.842264e-01	1
7336	PPP1R14D	protein phosphatase 1, regulatory (inhibitor) subunit 14D	621	38	0	0	2	0	0	0	2	2	2	3.196566e-01	1	4.370000e-01	6.842275e-01	1
7337	PCDHB15	protocadherin beta 15	2364	31	0	4	8	0	0	0	8	7	8	9.716093e-01	1	1.820000e-01	6.842308e-01	1
7338	PRR25	proline rich 25	1216	42	0	0	3	0	0	0	3	3	3	3.196807e-01	1	8.760000e-01	6.842550e-01	1
7339	ZNF17	zinc finger protein 17	1997	6	0	1	8	0	0	0	8	8	8	3.197281e-01	1	6.690000e-01	6.843090e-01	1
7340	OSBP2	oxysterol binding protein 2	2803	0	0	5	11	0	0	1	12	11	12	5.356873e-01	1	2.640000e-01	6.843971e-01	1
7341	GFPT2	glutamine-fructose-6-phosphate transaminase 2	2123	7	0	8	5	0	0	0	5	5	5	9.994196e-01	1	3.000000e-01	6.844073e-01	1
7342	BHLHA15	basic helix-loop-helix family, member a15	574	1	0	1	2	0	0	0	2	2	2	3.198464e-01	1	9.630000e-01	6.844439e-01	1
7343	USP35	ubiquitin specific peptidase 35	3097	15	0	3	10	0	1	0	11	11	11	3.199168e-01	1	7.450000e-01	6.845241e-01	1
7344	ORAI3	ORAI calcium release-activated calcium modulator 3	1092	2	0	0	1	0	0	0	1	1	1	6.845561e-01	NaN	NaN	6.845561e-01	1
7345	SC5DL	sterol-C5-desaturase (ERG3 delta-5-desaturase homolog, S. cerevisiae)-like	916	4	0	2	2	1	0	0	3	3	3	3.199730e-01	1	9.240000e-01	6.845882e-01	1
7346	GRIA3	glutamate receptor, ionotrophic, AMPA 3	2864	3	0	1	11	0	1	0	12	11	12	6.301270e-01	1	4.280000e-01	6.847381e-01	1
7347	PPP2CB	protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform	954	22	0	1	1	0	0	0	1	1	1	6.848252e-01	NaN	NaN	6.848252e-01	1
7348	FGR	Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog	1634	0	0	1	3	0	1	0	4	4	4	3.202315e-01	1	6.390000e-01	6.848827e-01	1
7349	GUCA1B	guanylate cyclase activator 1B (retina)	615	113	0	0	2	0	0	0	2	2	2	5.609027e-01	1	4.900000e-01	6.849327e-01	1
7350	OR1G1	olfactory receptor, family 1, subfamily G, member 1	942	8	0	0	3	0	0	0	3	3	3	4.780666e-01	1	5.860000e-01	6.849659e-01	1
7351	C7orf49	chromosome 7 open reading frame 49	482	70	0	1	0	0	0	1	1	1	1	6.850782e-01	NaN	NaN	6.850782e-01	1
7352	DNAH12	dynein, axonemal, heavy chain 12	9554	33	0	0	3	0	0	1	4	4	4	3.204071e-01	1	6.130000e-01	6.850826e-01	1
7353	TMEM42	transmembrane protein 42	490	0	0	2	1	0	0	0	1	1	1	6.851073e-01	NaN	NaN	6.851073e-01	1
7354	KLRC2	killer cell lectin-like receptor subfamily C, member 2	718	10	0	1	2	0	0	0	2	2	2	3.204722e-01	1	6.400000e-01	6.851566e-01	1
7355	OR8D1	olfactory receptor, family 8, subfamily D, member 1	926	1	0	0	4	0	0	0	4	4	4	3.206353e-01	1	6.840000e-01	6.853422e-01	1
7356	FPR1	formyl peptide receptor 1	1057	1	0	1	6	0	0	0	6	6	6	7.000792e-01	1	2.860000e-01	6.853433e-01	1
7357	TOR1AIP2	torsin A interacting protein 2	1821	15	0	1	1	0	0	1	2	2	2	8.619889e-01	1	2.030000e-01	6.853702e-01	1
7358	GABRA1	gamma-aminobutyric acid (GABA) A receptor, alpha 1	1407	42	0	2	11	0	0	0	11	10	11	6.084669e-01	1	4.350000e-01	6.853727e-01	1
7359	CMTM5	CKLF-like MARVEL transmembrane domain containing 5	745	4	0	0	1	0	0	0	1	1	1	6.855087e-01	NaN	NaN	6.855087e-01	1
7360	ZP3	zona pellucida glycoprotein 3 (sperm receptor)	1859	0	0	0	1	0	0	0	1	1	1	6.855828e-01	NaN	NaN	6.855828e-01	1
7361	ITPR2	inositol 1,4,5-triphosphate receptor, type 2	8330	6	0	10	18	1	0	0	19	19	19	7.279225e-01	1	3.450000e-01	6.857726e-01	1
7362	MCCD1	mitochondrial coiled-coil domain 1	366	78	0	0	1	0	0	0	1	1	1	6.858095e-01	NaN	NaN	6.858095e-01	1
7363	ADM2	adrenomedullin 2	451	59	0	0	1	0	0	0	1	1	1	6.859410e-01	NaN	NaN	6.859410e-01	1
7364	SRI	sorcin	637	25	0	0	1	0	0	1	2	2	2	3.212006e-01	1	3.870000e-01	6.859847e-01	1
7365	ITGA7	integrin, alpha 7	3781	10	0	4	7	1	1	0	9	9	9	3.212587e-01	1	8.860000e-01	6.860507e-01	1
7366	MOCS1	molybdenum cofactor synthesis 1	1319	0	3	4	6	0	1	0	7	7	6	9.886473e-01	2.910000e-01	6.630000e-01	6.861094e-01	1
7367	TAF12	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa	506	86	0	1	1	0	0	0	1	1	1	6.861381e-01	NaN	NaN	6.861381e-01	1
7368	LRWD1	leucine-rich repeats and WD repeat domain containing 1	2003	3	0	3	9	0	0	1	10	10	10	3.215063e-01	1	9.850000e-01	6.863318e-01	1
7369	UIMC1	ubiquitin interaction motif containing 1	2216	4	0	1	6	0	0	0	6	6	6	6.330804e-01	1	4.300000e-01	6.864436e-01	1
7370	CRISPLD2	cysteine-rich secretory protein LCCL domain containing 2	1550	26	0	2	6	0	1	0	7	7	7	3.216315e-01	1	5.050000e-01	6.864738e-01	1
7371	SPAM1	sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding)	1597	35	0	2	5	0	0	0	5	5	5	7.462795e-01	1	3.790000e-01	6.864908e-01	1
7372	PLA2G2D	phospholipase A2, group IID	452	19	0	1	1	0	0	0	1	1	1	6.865576e-01	NaN	NaN	6.865576e-01	1
7373	POM121L12	POM121 transmembrane nucleoporin-like 12	893	0	0	8	11	1	0	1	13	11	12	9.603365e-01	2.250000e-01	7.200000e-01	6.865659e-01	1
7374	CAPZB	capping protein (actin filament) muscle Z-line, beta	851	16	0	0	1	0	0	0	1	1	1	6.866007e-01	NaN	NaN	6.866007e-01	1
7375	DLX5	distal-less homeobox 5	878	34	0	1	6	0	0	0	6	6	6	3.217491e-01	1	9.200000e-01	6.866072e-01	1
7376	UBAP1	ubiquitin associated protein 1	1768	4	0	0	3	0	0	0	3	3	3	3.217573e-01	1	9.200000e-01	6.866164e-01	1
7377	CRAT	carnitine acetyltransferase	1933	4	0	3	11	0	0	0	11	11	11	3.218327e-01	1	6.310000e-01	6.867020e-01	1
7378	THRSP	thyroid hormone responsive (SPOT14 homolog, rat)	447	98	0	0	1	0	0	0	1	1	1	6.867558e-01	NaN	NaN	6.867558e-01	1
7379	SLC13A3	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3	2215	17	0	5	6	0	2	0	8	8	8	6.265020e-01	1	4.190000e-01	6.869166e-01	1
7380	BAG3	BCL2-associated athanogene 3	1740	9	0	0	6	0	0	0	6	6	6	3.220509e-01	1	6.820000e-01	6.869492e-01	1
7381	ZC3H13	zinc finger CCCH-type containing 13	4865	6	0	1	10	2	1	0	13	10	13	3.220937e-01	1	1	6.869978e-01	1
7382	SHANK1	SH3 and multiple ankyrin repeat domains 1	6576	4	0	9	29	0	1	0	30	24	30	3.221355e-01	8.310000e-01	1	6.870451e-01	1
7383	FBXO36	F-box protein 36	581	17	0	1	1	0	0	0	1	1	1	6.872558e-01	NaN	NaN	6.872558e-01	1
7384	MDC1	mediator of DNA damage checkpoint 1	6385	2	0	9	23	0	0	0	23	16	23	9.738940e-01	2.740000e-01	9.870000e-01	6.872981e-01	1
7385	SEPT3	septin 3	1157	1	0	0	3	0	0	0	3	3	3	3.223868e-01	1	8.150000e-01	6.873297e-01	1
7386	ZP1	zona pellucida glycoprotein 1 (sperm receptor)	1965	1	0	4	2	0	0	0	2	2	2	9.372866e-01	1	3.230000e-01	6.873747e-01	1
7387	TCP11L2	t-complex 11 (mouse)-like 2	1596	0	0	0	5	0	0	0	5	5	5	3.224275e-01	1	7.830000e-01	6.873757e-01	1
7388	SGPL1	sphingosine-1-phosphate lyase 1	1763	3	0	1	7	0	0	0	7	7	7	3.224338e-01	1	7.260000e-01	6.873829e-01	1
7389	PDIK1L	PDLIM1 interacting kinase 1 like	1034	1	0	1	1	0	1	0	2	2	2	3.224862e-01	1	5.950000e-01	6.874422e-01	1
7390	ZNF33A	zinc finger protein 33A	2454	2	0	0	4	0	0	0	4	4	4	6.050409e-01	1	3.930000e-01	6.874429e-01	1
7391	UPF2	UPF2 regulator of nonsense transcripts homolog (yeast)	3903	1	0	3	12	1	1	1	15	14	15	3.224908e-01	1	9.180000e-01	6.874474e-01	1
7392	C2	complement component 2	3598	15	0	3	6	0	0	0	6	6	6	8.512108e-01	1	2.980000e-01	6.875810e-01	1
7393	ZNF511	zinc finger protein 511	783	3	0	0	3	0	0	0	3	3	3	3.227530e-01	1	7.730000e-01	6.877440e-01	1
7394	BCL2L14	BCL2-like 14 (apoptosis facilitator)	1087	8	0	0	2	0	0	0	2	2	2	4.862823e-01	1	6.380000e-01	6.879006e-01	1
7395	HMHB1	histocompatibility (minor) HB-1	130	117	0	0	1	0	0	0	1	1	1	6.879830e-01	NaN	NaN	6.879830e-01	1
7396	PLP2	proteolipid protein 2 (colonic epithelium-enriched)	475	0	0	2	2	0	0	0	2	2	2	7.291709e-01	1	2.840000e-01	6.880489e-01	1
7397	RAB8A	RAB8A, member RAS oncogene family	652	34	0	0	0	1	0	0	1	1	1	6.881367e-01	NaN	NaN	6.881367e-01	1
7398	CDK9	cyclin-dependent kinase 9	1143	14	0	0	2	0	0	1	3	3	3	3.231123e-01	1	7.550000e-01	6.881502e-01	1
7399	NTN5	netrin 5	1494	10	0	2	4	0	0	0	4	3	4	5.289763e-01	1	5.460000e-01	6.882543e-01	1
7400	MTPAP	mitochondrial poly(A) polymerase	1783	2	0	1	3	0	0	0	3	3	3	8.807241e-01	1	3.400000e-01	6.882783e-01	1
7401	FAM123B	family with sequence similarity 123B	3412	20	0	2	11	0	0	1	12	10	12	5.125252e-01	1	5.630000e-01	6.884789e-01	1
7402	GGCX	gamma-glutamyl carboxylase	2333	6	0	2	3	2	0	1	6	6	6	3.234091e-01	1	5.160000e-01	6.884853e-01	1
7403	ZNF627	zinc finger protein 627	1398	33	0	2	3	0	0	0	3	3	3	8.337003e-01	1	2.730000e-01	6.885605e-01	1
7404	BMP10	bone morphogenetic protein 10	1279	21	0	1	4	0	0	0	4	4	4	6.685329e-01	1	4.520000e-01	6.886668e-01	1
7405	C2orf79		479	78	0	0	1	0	0	0	1	1	1	6.886685e-01	NaN	NaN	6.886685e-01	1
7406	ARMC4	armadillo repeat containing 4	3211	3	0	2	12	0	1	1	14	14	14	4.794027e-01	1	4.480000e-01	6.886972e-01	1
7407	RBP7	retinol binding protein 7, cellular	419	73	0	0	2	0	0	0	2	2	2	3.236540e-01	1	3.500000e-01	6.887616e-01	1
7408	JAG2	jagged 2	3817	5	0	9	7	0	1	0	8	8	7	9.612855e-01	2.660000e-01	5.530000e-01	6.890991e-01	1
7409	EIF4E	eukaryotic translation initiation factor 4E	857	93	0	0	0	1	1	0	2	1	2	8.732020e-01	1	3.260000e-01	6.891044e-01	1
7410	IFNB1	interferon, beta 1, fibroblast	566	18	0	0	1	0	0	0	1	1	1	6.891731e-01	NaN	NaN	6.891731e-01	1
7411	BAIAP2	BAI1-associated protein 2	1802	6	2	3	4	1	0	0	5	5	5	5.801107e-01	1	4.760000e-01	6.894694e-01	1
7412	CPZ	carboxypeptidase Z	2003	4	0	4	11	0	0	0	11	11	11	3.242916e-01	1	6.960000e-01	6.894803e-01	1
7413	SCMH1	sex comb on midleg homolog 1 (Drosophila)	2159	8	0	2	5	0	1	0	6	6	6	3.242954e-01	1	8.390000e-01	6.894846e-01	1
7414	CLDN8	claudin 8	678	130	0	1	4	1	0	0	5	5	5	7.814563e-01	1	3.460000e-01	6.894947e-01	1
7415	RPL23	ribosomal protein L23	443	27	0	0	2	0	0	0	2	2	2	3.243072e-01	1	7.880000e-01	6.894979e-01	1
7416	ARL2	ADP-ribosylation factor-like 2	573	11	0	0	1	0	0	0	1	1	1	6.895025e-01	NaN	NaN	6.895025e-01	1
7417	UEVLD	UEV and lactate/malate dehyrogenase domains	1462	65	0	1	2	0	1	0	3	3	3	3.243297e-01	1	8.510000e-01	6.895232e-01	1
7418	CALCRL	calcitonin receptor-like	1434	11	0	2	4	0	2	0	6	6	6	3.244747e-01	1	8.530000e-01	6.896864e-01	1
7419	OR7G1	olfactory receptor, family 7, subfamily G, member 1	1006	50	0	1	3	0	0	0	3	3	3	7.750547e-01	1	3.060000e-01	6.899939e-01	1
7420	SYP	synaptophysin	968	9	0	0	3	0	0	0	3	3	3	3.247967e-01	1	6.060000e-01	6.900487e-01	1
7421	DPP7	dipeptidyl-peptidase 7	1529	5	0	5	5	0	0	0	5	4	5	9.667358e-01	1	2.280000e-01	6.900785e-01	1
7422	ZNF280D	zinc finger protein 280D	3118	19	0	3	6	0	0	0	6	6	6	6.882655e-01	1	3.580000e-01	6.901214e-01	1
7423	AR	androgen receptor (dihydrotestosterone receptor; testicular feminization; spinal and bulbar muscular atrophy; Kennedy disease)	2813	2	0	7	13	0	0	0	13	10	13	9.669030e-01	3.090000e-01	5.190000e-01	6.901417e-01	1
7424	PPFIBP2	PTPRF interacting protein, binding protein 2 (liprin beta 2)	2723	1	0	3	7	0	1	0	8	7	8	9.875541e-01	1	1.900000e-01	6.901708e-01	1
7425	YJEFN3	YjeF N-terminal domain containing 3	941	100	0	1	4	0	0	0	4	4	4	3.249325e-01	1	9.940000e-01	6.902015e-01	1
7426	LRRC20	leucine rich repeat containing 20	571	19	0	0	2	0	0	0	2	2	2	6.699758e-01	1	4.470000e-01	6.902079e-01	1
7427	CD3D	CD3d molecule, delta (CD3-TCR complex)	538	27	0	0	1	0	0	0	1	1	1	6.902313e-01	NaN	NaN	6.902313e-01	1
7428	CC2D1B	coiled-coil and C2 domain containing 1B	2669	12	0	2	3	0	0	0	3	3	3	7.206556e-01	1	2.410000e-01	6.902949e-01	1
7429	CAPN6	calpain 6	1974	2	0	3	7	0	0	0	7	6	6	8.646450e-01	3.140000e-01	7.040000e-01	6.903970e-01	1
7430	FNIP2	folliculin interacting protein 2	3409	0	0	2	11	1	0	0	12	10	12	3.251881e-01	1	8.700000e-01	6.904886e-01	1
7431	TCEAL6	transcription elongation factor A (SII)-like 6	556	1	0	2	1	0	0	0	1	1	1	6.906157e-01	NaN	NaN	6.906157e-01	1
7432	PEX2	peroxisomal biogenesis factor 2	922	6	0	2	6	0	0	0	6	6	6	5.738067e-01	1	5.340000e-01	6.906686e-01	1
7433	HSPBP1	HSPA (heat shock 70kDa) binding protein, cytoplasmic cochaperone 1	1108	46	0	1	4	0	0	0	4	4	4	3.255679e-01	1	6.670000e-01	6.909151e-01	1
7434	DNAJB13	DnaJ (Hsp40) related, subfamily B, member 13	979	28	0	1	2	2	0	0	4	4	4	3.255820e-01	1	7.800000e-01	6.909309e-01	1
7435	CNTN5	contactin 5	3395	0	0	11	23	1	1	1	26	24	26	9.990866e-01	1	1.570000e-01	6.910658e-01	1
7436	ART5	ADP-ribosyltransferase 5	892	33	0	1	0	1	0	0	1	1	1	6.910941e-01	NaN	NaN	6.910941e-01	1
7437	MIA	melanoma inhibitory activity	410	72	0	0	2	0	0	0	2	1	2	7.926209e-01	1	3.140000e-01	6.911387e-01	1
7438	C8orf79	chromosome 8 open reading frame 79	1376	0	0	2	7	1	0	0	8	7	8	6.350668e-01	1	4.570000e-01	6.911634e-01	1
7439	IL22RA2	interleukin 22 receptor, alpha 2	816	27	0	0	0	0	0	1	1	1	1	6.911719e-01	NaN	NaN	6.911719e-01	1
7440	SOX2	SRY (sex determining region Y)-box 2	954	4	0	3	8	0	0	0	8	8	8	3.259096e-01	1	9.760000e-01	6.912983e-01	1
7441	SP140	SP140 nuclear body protein	2823	4	0	0	8	0	0	1	9	9	9	3.259287e-01	1	8.470000e-01	6.913197e-01	1
7442	KRT73	keratin 73	1657	54	0	3	2	0	0	0	2	2	2	9.672606e-01	1	3.230000e-01	6.913625e-01	1
7443	TGM1	transglutaminase 1 (K polypeptide epidermal type I, protein-glutamine-gamma-glutamyltransferase)	2562	8	0	3	9	0	0	0	9	9	9	3.259884e-01	1	5.420000e-01	6.913866e-01	1
7444	CLCA2	chloride channel, calcium activated, family member 2	2884	6	0	4	17	0	0	0	17	17	17	6.258821e-01	1	4.350000e-01	6.914945e-01	1
7445	MRPL19	mitochondrial ribosomal protein L19	901	7	0	0	2	1	0	0	3	3	3	3.262118e-01	1	9.120000e-01	6.916370e-01	1
7446	EXOC3L	exocyst complex component 3-like	2296	39	0	4	7	0	0	0	7	6	7	7.657624e-01	1	2.110000e-01	6.916403e-01	1
7447	ATF7IP2	activating transcription factor 7 interacting protein 2	2089	0	0	3	2	0	1	0	3	3	3	5.596060e-01	1	4.890000e-01	6.916801e-01	1
7448	TMC5	transmembrane channel-like 5	3413	3	1	5	3	0	0	1	4	4	4	9.888085e-01	1	2.950000e-01	6.917434e-01	1
7449	CDC42BPB	CDC42 binding protein kinase beta (DMPK-like)	5280	6	0	9	10	1	2	1	14	14	14	3.263764e-01	1	7.090000e-01	6.918214e-01	1
7450	KIAA0562	KIAA0562	2939	14	0	4	9	0	0	0	9	9	9	3.264620e-01	1	8.640000e-01	6.919172e-01	1
7451	SGK269		5253	0	0	4	6	1	0	1	8	8	8	3.264718e-01	1	8.930000e-01	6.919281e-01	1
7452	IFNGR2	interferon gamma receptor 2 (interferon gamma transducer 1)	1038	47	0	1	3	0	0	0	3	3	3	6.013613e-01	1	5.040000e-01	6.920036e-01	1
7453	MCL1	myeloid cell leukemia sequence 1 (BCL2-related)	1072	0	0	13	19	0	0	2	21	20	20	9.986139e-01	2.210000e-01	9.870000e-01	6.920121e-01	1
7454	NPPB	natriuretic peptide precursor B	415	9	0	1	2	0	0	0	2	2	2	3.265972e-01	1	6.190000e-01	6.920685e-01	1
7455	GEMIN7	gem (nuclear organelle) associated protein 7	509	16	0	1	1	0	0	0	1	1	1	6.921220e-01	NaN	NaN	6.921220e-01	1
7456	CDH15	cadherin 15, M-cadherin (myotubule)	2499	9	0	1	7	0	0	0	7	6	6	6.094687e-01	4.880000e-01	6.990000e-01	6.921558e-01	1
7457	GIMAP1	GTPase, IMAP family member 1	929	2	0	3	6	0	0	0	6	6	6	3.266826e-01	1	9.110000e-01	6.921640e-01	1
7458	C16orf88	chromosome 16 open reading frame 88	1480	0	0	6	2	0	1	2	5	5	5	3.267005e-01	1	5.260000e-01	6.921840e-01	1
7459	MAPK10	mitogen-activated protein kinase 10	1452	17	0	1	4	1	0	0	5	5	5	3.267422e-01	1	5.670000e-01	6.922308e-01	1
7460	C19orf41	chromosome 19 open reading frame 41	694	5	0	0	3	0	0	0	3	3	3	3.268506e-01	1	6.070000e-01	6.923520e-01	1
7461	CFD	complement factor D (adipsin)	780	130	0	0	1	0	0	1	2	2	2	4.267494e-01	1	5.780000e-01	6.923961e-01	1
7462	EIF2B4	eukaryotic translation initiation factor 2B, subunit 4 delta, 67kDa	1795	5	0	0	5	0	0	0	5	5	5	3.269342e-01	1	5.760000e-01	6.924454e-01	1
7463	PPP1R7	protein phosphatase 1, regulatory (inhibitor) subunit 7	1121	8	0	1	3	0	0	0	3	3	3	7.863647e-01	1	2.840000e-01	6.926617e-01	1
7464	UTP15	UTP15, U3 small nucleolar ribonucleoprotein, homolog (S. cerevisiae)	1706	3	0	2	1	0	0	0	1	1	1	6.928876e-01	NaN	NaN	6.928876e-01	1
7465	NR0B2	nuclear receptor subfamily 0, group B, member 2	778	88	0	1	2	0	0	0	2	2	2	7.355769e-01	1	1.050000e-01	6.928896e-01	1
7466	TMEM179	transmembrane protein 179	604	4	1	0	3	0	0	0	3	3	3	3.273901e-01	1	5.140000e-01	6.929548e-01	1
7467	TMEM126A	transmembrane protein 126A	606	34	0	1	1	0	1	0	2	2	2	3.274009e-01	1	2.070000e-01	6.929669e-01	1
7468	ECD	ecdysoneless homolog (Drosophila)	2092	0	0	3	2	0	0	1	3	3	3	3.274567e-01	1	9.270000e-01	6.930292e-01	1
7469	C8orf4	chromosome 8 open reading frame 4	323	0	0	1	4	1	0	0	5	5	5	3.275944e-01	1	6.660000e-01	6.931829e-01	1
7470	SCHIP1	schwannomin interacting protein 1	1494	17	0	2	4	1	0	0	5	5	5	3.276477e-01	1	9.780000e-01	6.932424e-01	1
7471	ANKRD30A	ankyrin repeat domain 30A	4164	4	0	4	19	2	2	0	23	18	22	9.959064e-01	2.810000e-01	7.020000e-01	6.932485e-01	1
7472	C1orf59	chromosome 1 open reading frame 59	1210	15	0	2	3	0	0	0	3	3	3	6.229826e-01	1	4.310000e-01	6.932883e-01	1
7473	NDUFAF3	NADH dehydrogenase (ubiquinone) complex I, assembly factor 3	889	12	0	0	2	0	0	0	2	2	2	3.277479e-01	1	8.110000e-01	6.933541e-01	1
7474	BNIP3L	BCL2/adenovirus E1B 19kDa interacting protein 3-like	680	22	0	0	2	0	0	0	2	2	2	3.278049e-01	1	8.330000e-01	6.934178e-01	1
7475	ZNF772	zinc finger protein 772	1486	6	0	0	3	0	0	1	4	4	4	4.319276e-01	1	7.220000e-01	6.934491e-01	1
7476	UBXN7	UBX domain protein 7	1512	3	0	1	1	0	1	0	2	2	2	3.278518e-01	1	6.190000e-01	6.934700e-01	1
7477	DPH1	DPH1 homolog (S. cerevisiae)	1776	0	0	1	1	0	0	0	1	1	1	6.935210e-01	NaN	NaN	6.935210e-01	1
7478	HEXB	hexosaminidase B (beta polypeptide)	1725	0	0	2	3	0	0	1	4	4	4	3.279193e-01	1	7.580000e-01	6.935452e-01	1
7479	RHOBTB3	Rho-related BTB domain containing 3	1880	16	0	4	2	0	0	0	2	2	2	9.316062e-01	1	2.050000e-01	6.935521e-01	1
7480	KIF26B	kinesin family member 26B	6383	0	1	13	30	0	0	0	30	23	28	9.878245e-01	2.570000e-01	9.680000e-01	6.935882e-01	1
7481	NUDT16L1	nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1	646	113	0	0	1	0	0	0	1	1	1	6.936547e-01	NaN	NaN	6.936547e-01	1
7482	ENPEP	glutamyl aminopeptidase (aminopeptidase A)	2950	3	0	3	10	3	1	0	14	13	14	3.280256e-01	1	9.890000e-01	6.936638e-01	1
7483	ARRB2	arrestin, beta 2	1286	16	0	0	4	0	0	0	4	4	4	3.280492e-01	1	9.390000e-01	6.936901e-01	1
7484	TXN2	thioredoxin 2	511	27	0	0	1	0	0	0	1	1	1	6.938178e-01	NaN	NaN	6.938178e-01	1
7485	SLAMF8	SLAM family member 8	874	13	0	0	0	0	0	1	1	1	1	6.939255e-01	NaN	NaN	6.939255e-01	1
7486	FICD	FIC domain containing	1385	56	0	2	2	0	0	1	3	3	3	8.872597e-01	1	2.640000e-01	6.939541e-01	1
7487	ADCY9	adenylate cyclase 9	4102	6	0	6	8	2	0	1	11	9	11	5.312752e-01	1	5.110000e-01	6.940008e-01	1
7488	FOXN3	forkhead box N3	1497	0	0	1	2	0	0	0	2	2	2	3.283638e-01	1	8.190000e-01	6.940406e-01	1
7489	SLC28A3	solute carrier family 28 (sodium-coupled nucleoside transporter), member 3	2150	7	0	6	8	1	0	0	9	9	9	7.282189e-01	1	3.760000e-01	6.941107e-01	1
7490	PRSS16	protease, serine, 16 (thymus)	1591	2	0	3	4	0	0	0	4	4	4	8.783074e-01	1	3.550000e-01	6.941778e-01	1
7491	NT5C3	5'-nucleotidase, cytosolic III	1087	7	1	2	2	0	0	0	2	2	2	9.125157e-01	1	9.400000e-02	6.941985e-01	1
7492	TPRKB	TP53RK binding protein	544	0	0	0	1	0	0	0	1	1	1	6.942756e-01	NaN	NaN	6.942756e-01	1
7493	PSAT1	phosphoserine aminotransferase 1	1147	39	0	1	3	1	0	0	4	4	4	3.286323e-01	1	6.260000e-01	6.943395e-01	1
7494	CDK12	cyclin-dependent kinase 12	4525	2	0	5	4	0	0	0	4	4	4	9.929014e-01	1	2.920000e-01	6.943596e-01	1
