gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	pCL2	pFN2	pCF	p	q
CD38	CD38 molecule	931	37	0	1	4	0	0	0	4	4	4	2.754443e-01	1	6.780000e-01	1.000000e+00	6.657539e-01	3.358608e-01	6.305939e-01	1
TRIM59	tripartite motif-containing 59	1235	61	0	1	3	0	0	0	3	3	3	4.719363e-01	1	5.830000e-01	1.000000e+00	5.709029e-01	9.901555e-01	6.308085e-01	1
STX18	syntaxin 18	1065	8	2	1	1	0	1	0	2	2	2	5.436686e-01	1	4.620000e-01	9.999991e-01	4.716779e-01	2.818296e-01	6.308461e-01	1
ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	3719	3	2	2	4	0	0	1	5	5	5	9.008288e-01	1	2.230000e-01	1	2.138601e-01	9.863925e-01	6.308637e-01	1
GCNT4	glucosaminyl (N-acetyl) transferase 4, core 2 (beta-1,6-N-acetylglucosaminyltransferase)	1362	3	0	3	5	0	0	0	5	4	5	8.534536e-01	1	2.810000e-01	1.000000e+00	2.936813e-01	9.059100e-01	6.308790e-01	1
HUS1	HUS1 checkpoint homolog (S. pombe)	871	15	0	0	3	0	0	0	3	3	3	2.756713e-01	1	8.230000e-01	1.000000e+00	8.469915e-01	5.583114e-01	6.308864e-01	1
TTPAL	tocopherol (alpha) transfer protein-like	1041	2	0	0	1	0	0	0	1	1	1	6.309927e-01	NaN	NaN	NaN	NaN	8.904110e-01	6.309927e-01	1
WASF2	WAS protein family, member 2	1525	13	1	1	4	0	0	0	4	4	4	5.014388e-01	1	5.170000e-01	1.000000e+00	5.419644e-01	3.697090e-01	6.310411e-01	1
SAA1	serum amyloid A1	378	107	0	0	1	0	0	0	1	1	1	6.312373e-01	NaN	NaN	NaN	NaN	6.688742e-01	6.312373e-01	1
SPTLC3	serine palmitoyltransferase, long chain base subunit 3	1703	0	1	3	6	0	0	0	6	6	6	7.888945e-01	1	2.550000e-01	1	2.592053e-01	9.622097e-01	6.314554e-01	1
CCT7	chaperonin containing TCP1, subunit 7 (eta)	1676	0	1	1	3	0	0	0	3	3	3	6.705427e-01	1	3.570000e-01	1.000000e+00	3.520485e-01	8.042882e-01	6.316491e-01	1
AIMP2	aminoacyl tRNA synthetase complex-interacting multifunctional protein 2	977	55	0	1	4	0	0	0	4	4	4	2.764187e-01	1	5.050000e-01	1.000000e+00	4.896984e-01	4.507545e-01	6.318485e-01	1
ZSCAN4	zinc finger and SCAN domain containing 4	1310	32	0	1	2	1	0	0	3	3	3	8.558940e-01	1	2.460000e-01	1.000000e+00	2.712059e-01	8.469820e-01	6.318936e-01	1
KANSL1L	KAT8 regulatory NSL complex subunit 1-like	3103	3	0	4	4	1	0	1	6	6	6	9.038425e-01	1	2.700000e-01	1	2.731209e-01	4.139544e-01	6.320505e-01	1
PPIP5K2	diphosphoinositol pentakisphosphate kinase 2	3848	0	0	2	7	0	1	1	9	8	9	3.957630e-01	1	5.180000e-01	1	5.112633e-01	3.610036e-01	6.321309e-01	1
PIGB	phosphatidylinositol glycan anchor biosynthesis, class B	1709	0	1	1	4	2	0	1	7	7	7	2.766622e-01	1	5.190000e-01	1	5.195023e-01	7.366869e-01	6.321615e-01	1
MAOB	monoamine oxidase B	1619	0	0	0	1	0	0	0	1	1	1	6.322159e-01	NaN	NaN	NaN	NaN	5.306122e-01	6.322159e-01	1
ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif, 1	2936	3	1	7	20	0	1	1	22	22	21	2.768063e-01	1	8.120000e-01	1	8.008789e-01	5.397357e-01	6.323467e-01	1
MPP4	membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)	2060	32	0	2	5	0	0	0	5	5	5	6.819515e-01	1	3.630000e-01	1.000000e+00	3.747734e-01	4.516149e-01	6.324314e-01	1
CCNA1	cyclin A1	1430	3	0	4	2	1	0	0	3	3	3	8.391147e-01	1	2.870000e-01	1.000000e+00	2.531350e-01	5.374894e-01	6.324771e-01	1
RASSF5	Ras association (RalGDS/AF-6) domain family member 5	1399	1	1	2	5	1	0	1	7	7	7	2.769793e-01	1	8.720000e-01	1	8.775567e-01	3.719686e-01	6.325688e-01	1
ITGBL1	integrin, beta-like 1 (with EGF-like repeat domains)	1564	14	2	0	9	1	0	0	10	10	10	2.769852e-01	1	6.730000e-01	1	6.519413e-01	9.822070e-01	6.325764e-01	1
ZBTB44	zinc finger and BTB domain containing 44	1782	14	0	0	3	1	0	0	4	4	4	5.807646e-01	1	4.020000e-01	1.000000e+00	4.083550e-01	8.481743e-01	6.326271e-01	1
TGFBR2	transforming growth factor, beta receptor II (70/80kDa)	1807	0	1	5	5	2	0	0	7	7	7	7.388204e-01	1	3.310000e-01	1	3.240187e-01	6.933170e-01	6.326693e-01	1
EMP3	epithelial membrane protein 3	504	72	0	1	0	1	0	0	1	1	1	6.327036e-01	NaN	NaN	NaN	NaN	5.668449e-01	6.327036e-01	1
SLC16A14	solute carrier family 16, member 14 (monocarboxylic acid transporter 14)	1545	8	0	3	3	0	0	1	4	4	4	7.985950e-01	1	2.990000e-01	1.000000e+00	3.097924e-01	4.175099e-01	6.327397e-01	1
FOLR1	folate receptor 1 (adult)	790	30	0	0	1	0	0	0	1	1	1	6.329678e-01	NaN	NaN	NaN	NaN	5.918367e-01	6.329678e-01	1
OR4M1	olfactory receptor, family 4, subfamily M, member 1	942	52	0	1	3	0	0	0	3	3	3	8.803618e-01	1	1.920000e-01	1.000000e+00	1.923417e-01	9.407214e-01	6.329982e-01	1
OR8D1	olfactory receptor, family 8, subfamily D, member 1	927	2	0	0	4	0	0	0	4	4	4	2.774268e-01	1	6.710000e-01	1.000000e+00	6.803304e-01	7.610477e-01	6.331430e-01	1
KRTAP3-2	keratin associated protein 3-2	297	80	0	0	1	0	0	0	1	1	1	6.331621e-01	NaN	NaN	NaN	NaN	8.925234e-01	6.331621e-01	1
ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif, 15	2881	9	1	5	9	0	1	1	11	11	11	8.564918e-01	1	2.110000e-01	1	2.121790e-01	9.023361e-01	6.332411e-01	1
PARP1	poly (ADP-ribose) polymerase family, member 1	3356	0	0	2	7	0	0	0	7	7	7	2.775072e-01	1	8.410000e-01	1	8.287130e-01	1.682837e-04	6.332460e-01	1
GATS	GATS, stromal antigen 3 opposite strand	504	54	1	0	1	0	0	0	1	1	1	6.332694e-01	NaN	NaN	NaN	NaN	5.193798e-01	6.332694e-01	1
ALPK2	alpha-kinase 2	6557	5	0	8	16	1	0	1	18	18	18	2.775691e-01	1	7.530000e-01	1	7.364914e-01	9.847076e-01	6.333253e-01	1
PAGE5	P antigen family, member 5 (prostate associated)	409	78	0	0	1	0	0	0	1	1	1	6.333396e-01	NaN	NaN	NaN	NaN	4.732143e-01	6.333396e-01	1
CECR2	cat eye syndrome chromosome region, candidate 2	4401	2	0	2	11	0	0	1	12	9	12	2.775989e-01	1	8.190000e-01	1	8.258848e-01	1.346087e-01	6.333635e-01	1
HIRIP3	HIRA interacting protein 3	1695	0	0	0	1	0	0	0	1	1	1	6.333817e-01	NaN	NaN	NaN	NaN	8.275862e-01	6.333817e-01	1
RYK	RYK receptor-like tyrosine kinase	1303	6	1	0	3	0	0	0	3	3	3	6.334901e-01	NaN	NaN	NaN	NaN	5.160558e-01	6.334901e-01	1
WDR38	WD repeat domain 38	977	8	1	1	2	0	0	3	5	5	5	2.777581e-01	1	5.780000e-01	1.000000e+00	5.749068e-01	2.529696e-01	6.335675e-01	1
PTPRZ1	protein tyrosine phosphatase, receptor-type, Z polypeptide 1	7064	2	4	12	23	1	1	0	25	22	25	9.747849e-01	1	1.850000e-01	1	1.803123e-01	9.548133e-01	6.336388e-01	1
GRB10	growth factor receptor-bound protein 10	1880	0	0	2	8	0	0	0	8	7	8	2.779034e-01	1	4.910000e-01	1	4.993930e-01	2.568627e-02	6.337537e-01	1
C12orf54	chromosome 12 open reading frame 54	408	46	1	0	1	0	0	0	1	1	1	6.338545e-01	NaN	NaN	NaN	NaN	3.933649e-01	6.338545e-01	1
ERF	Ets2 repressor factor	1659	28	0	2	4	1	0	1	6	6	6	2.781986e-01	1	7.010000e-01	1	6.826862e-01	6.900995e-01	6.341315e-01	1
BCAM	basal cell adhesion molecule (Lutheran blood group)	1945	6	2	4	11	0	0	0	11	11	11	2.783478e-01	1	9.130000e-01	1	9.101346e-01	1.003953e-01	6.343223e-01	1
TNFSF10	tumor necrosis factor (ligand) superfamily, member 10	862	20	0	0	2	1	0	0	3	3	3	2.783839e-01	1	5.530000e-01	1.000000e+00	5.434709e-01	1.715637e-01	6.343684e-01	1
TACC2	transforming, acidic coiled-coil containing protein 2	9188	5	4	10	24	3	0	0	27	25	27	4.186720e-01	1	5.440000e-01	1	5.300912e-01	8.067453e-01	6.344107e-01	1
CLRN1	clarin 1	800	4	1	0	1	0	0	0	1	1	1	6.345557e-01	NaN	NaN	NaN	NaN	8.000000e-01	6.345557e-01	1
SPPL3	signal peptide peptidase like 3	1195	2	0	0	1	0	0	0	1	1	1	6.345621e-01	NaN	NaN	NaN	NaN	3.442623e-01	6.345621e-01	1
BRE	brain and reproductive organ-expressed (TNFRSF1A modulator)	1399	36	1	2	2	0	2	0	4	4	4	2.785383e-01	1	7.620000e-01	1.000000e+00	7.362974e-01	9.380730e-01	6.345659e-01	1
SLC12A4	solute carrier family 12 (potassium/chloride transporters), member 4	3613	21	1	4	7	0	0	0	7	7	7	9.606815e-01	1	1.980000e-01	1	1.962499e-01	8.896660e-01	6.346417e-01	1
CPLX2	complexin 2	413	6	0	0	1	0	0	0	1	1	1	6.347332e-01	NaN	NaN	NaN	NaN	1.304348e-01	6.347332e-01	1
KIAA1143	KIAA1143	473	119	0	0	1	0	0	0	1	1	1	6.347638e-01	NaN	NaN	NaN	NaN	9.509202e-01	6.347638e-01	1
ADNP2	ADNP homeobox 2	3405	15	0	4	6	0	1	0	7	6	7	7.766734e-01	1	2.910000e-01	1	3.028161e-01	8.089509e-01	6.349331e-01	1
SLC24A1	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1	3378	0	0	2	8	0	0	3	11	10	11	2.788505e-01	1	7.590000e-01	1	7.537412e-01	3.981665e-01	6.349648e-01	1
TBC1D31		3285	3	0	2	1	0	2	0	3	3	3	8.799187e-01	1	3.130000e-01	1.000000e+00	3.002401e-01	4.794722e-01	6.350717e-01	1
NNT	nicotinamide nucleotide transhydrogenase	3341	6	1	1	6	0	0	0	6	6	6	6.805269e-01	1	2.630000e-01	1	2.700464e-01	8.767919e-03	6.351761e-01	1
RAF1	v-raf-1 murine leukemia viral oncogene homolog 1	2071	25	0	3	6	0	0	0	6	5	6	9.331902e-01	1	2.460000e-01	1.000000e+00	2.582667e-01	9.797945e-02	6.351861e-01	1
OR51A4	olfactory receptor, family 51, subfamily A, member 4	942	10	0	1	3	0	0	0	3	3	3	5.387353e-01	1	3.220000e-01	1.000000e+00	3.210471e-01	1.864674e-01	6.352385e-01	1
SLC22A9	solute carrier family 22 (organic anion transporter), member 9	1698	2	0	1	6	0	1	1	8	8	8	2.791166e-01	1	7.270000e-01	1	7.384201e-01	4.484468e-01	6.353045e-01	1
MYO5C	myosin VC	5577	4	3	8	5	0	1	0	6	6	6	9.899048e-01	1	2.480000e-01	1	2.618411e-01	8.433961e-01	6.353511e-01	1
OSBP2	oxysterol binding protein 2	3162	0	2	5	11	0	0	1	12	11	12	7.778009e-01	1	1.710000e-01	1	1.707863e-01	5.113399e-01	6.354498e-01	1
HORMAD1	HORMA domain containing 1	1262	2	0	0	2	0	0	0	2	2	2	6.747722e-01	1	2.570000e-01	9.999994e-01	2.608078e-01	8.635225e-01	6.356095e-01	1
ASH2L	ash2 (absent, small, or homeotic)-like (Drosophila)	1948	2	0	4	4	0	0	0	4	4	4	8.192975e-01	1	2.440000e-01	1.000000e+00	2.376848e-01	8.370945e-01	6.356410e-01	1
ABCB11	ATP-binding cassette, sub-family B (MDR/TAP), member 11	4070	3	2	5	3	1	1	1	6	6	6	9.980931e-01	1	2.520000e-01	1	2.853163e-01	6.827145e-01	6.357502e-01	1
NACA2	nascent polypeptide-associated complex alpha subunit 2	648	44	1	0	3	0	0	0	3	3	3	2.796043e-01	1	3.770000e-01	1.000000e+00	3.937816e-01	6.125085e-01	6.359264e-01	1
OR5D16	olfactory receptor, family 5, subfamily D, member 16	987	8	0	1	8	0	0	0	8	8	8	2.796130e-01	1	7.140000e-01	1	7.134717e-01	6.943716e-01	6.359375e-01	1
WDR33	WD repeat domain 33	4496	1	0	2	4	0	0	0	4	4	4	7.876804e-01	1	3.210000e-01	1.000000e+00	3.360449e-01	9.457782e-01	6.359548e-01	1
TMEM200A	transmembrane protein 200A	1476	0	0	1	4	0	0	0	4	4	4	4.460111e-01	1	5.080000e-01	1.000000e+00	5.046458e-01	2.044572e-01	6.359833e-01	1
BTBD11	BTB (POZ) domain containing 11	3513	12	0	6	13	0	0	0	13	12	12	7.855355e-01	3.160000e-01	6.620000e-01	1.859015e-02	6.747788e-01	1.417604e-01	6.359855e-01	1
SNAP23	synaptosomal-associated protein, 23kDa	742	2	1	1	1	0	0	0	1	1	1	6.361569e-01	NaN	NaN	NaN	NaN	6.580087e-01	6.361569e-01	1
C8B	complement component 8, beta polypeptide	1885	0	1	3	5	0	0	1	6	6	6	7.971187e-01	1	2.500000e-01	1	2.342083e-01	3.076348e-01	6.361613e-01	1
PRKCDBP	protein kinase C, delta binding protein	890	61	0	1	3	0	0	0	3	3	3	7.502295e-01	1	1.720000e-01	1.000000e+00	1.570270e-01	4.236406e-01	6.362211e-01	1
GOLT1A	golgi transport 1 homolog A (S. cerevisiae)	415	5	0	1	1	0	0	0	1	1	1	6.362454e-01	NaN	NaN	NaN	NaN	7.575758e-03	6.362454e-01	1
OR52R1	olfactory receptor, family 52, subfamily R, member 1	1185	9	0	1	5	0	0	0	5	5	5	4.902022e-01	1	4.440000e-01	1.000000e+00	4.437275e-01	2.021987e-01	6.363100e-01	1
WFDC13	WAP four-disulfide core domain 13	290	184	0	0	1	0	0	0	1	1	1	6.363889e-01	NaN	NaN	NaN	NaN	3.808547e-01	6.363889e-01	1
BIRC6	baculoviral IAP repeat-containing 6 (apollon)	14866	4	4	10	24	2	4	4	34	31	33	4.802303e-01	1	5.190000e-01	1	5.253298e-01	5.054525e-01	6.363976e-01	1
IQCE	IQ motif containing E	2172	0	3	6	6	0	0	1	7	7	7	8.778115e-01	1	2.280000e-01	1	2.420179e-01	1.481211e-01	6.364582e-01	1
DDX52	DEAD (Asp-Glu-Ala-Asp) box polypeptide 52	1856	0	1	1	7	0	0	1	8	6	8	2.801034e-01	1	9.820000e-01	1	9.817596e-01	9.782848e-01	6.365620e-01	1
LNX2	ligand of numb-protein X 2	2105	4	1	1	6	0	0	0	6	6	6	2.802813e-01	1	6.350000e-01	1	6.357932e-01	6.565802e-01	6.367883e-01	1
B3GNT1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1	1252	10	0	1	2	0	0	0	2	2	2	9.041621e-01	1	2.530000e-01	9.999994e-01	2.389634e-01	6.362506e-01	6.367997e-01	1
TMOD3	tropomodulin 3 (ubiquitous)	1091	0	1	0	0	1	0	0	1	1	1	6.368225e-01	NaN	NaN	NaN	NaN	4.760274e-01	6.368225e-01	1
TOR4A	torsin family 4, member A	1272	0	0	2	4	0	0	0	4	4	4	9.312689e-01	1	2.150000e-01	1.000000e+00	2.234312e-01	6.604454e-01	6.368273e-01	1
PRPSAP2	phosphoribosyl pyrophosphate synthetase-associated protein 2	1146	9	0	0	1	1	0	0	2	2	2	2.804591e-01	1	6.560000e-01	9.999992e-01	6.716432e-01	9.994006e-01	6.370145e-01	1
SAMD12	sterile alpha motif domain containing 12	643	15	1	1	2	1	0	0	3	3	3	2.804857e-01	1	8.470000e-01	1.000000e+00	8.725193e-01	5.167196e-01	6.370482e-01	1
FMO5	flavin containing monooxygenase 5	1771	10	0	1	4	0	0	0	4	4	4	7.878939e-01	1	3.040000e-01	1.000000e+00	3.025307e-01	4.908346e-01	6.370540e-01	1
MT1F	metallothionein 1F	238	24	0	0	1	0	0	0	1	1	1	6.371298e-01	NaN	NaN	NaN	NaN	4.163823e-01	6.371298e-01	1
HDAC4	histone deacetylase 4	3399	17	3	4	15	0	1	0	16	15	16	4.555756e-01	1	4.110000e-01	1	3.992642e-01	1.920481e-01	6.372374e-01	1
ZPBP2	zona pellucida binding protein 2	1045	7	0	0	0	1	1	0	2	2	2	3.200444e-01	1	5.320000e-01	9.999991e-01	5.389785e-01	6.576439e-01	6.372938e-01	1
RPL23A	ribosomal protein L23a	628	13	2	0	0	0	1	0	1	1	1	6.373406e-01	NaN	NaN	NaN	NaN	6.166134e-01	6.373406e-01	1
ZNF462	zinc finger protein 462	7748	4	1	12	29	0	0	0	29	24	28	9.852622e-01	2.240000e-01	5.310000e-01	3.501213e-02	5.238941e-01	9.865444e-01	6.374473e-01	1
ATRNL1	attractin-like 1	4252	5	0	3	13	0	1	0	14	14	14	8.069599e-01	1	1.800000e-01	1	1.616390e-01	7.541551e-01	6.374756e-01	1
VAMP3	vesicle-associated membrane protein 3 (cellubrevin)	319	38	0	0	1	0	0	0	1	1	1	6.376028e-01	NaN	NaN	NaN	NaN	1.794872e-01	6.376028e-01	1
ZSCAN9	zinc finger protein 193	1591	11	0	0	4	1	1	0	6	5	6	2.810093e-01	1	9.020000e-01	1.000000e+00	8.925957e-01	7.277894e-01	6.377133e-01	1
COPS7A	COP9 constitutive photomorphogenic homolog subunit 7A (Arabidopsis)	965	5	1	1	3	0	0	0	3	3	3	2.810100e-01	1	6.800000e-01	1.000000e+00	6.603245e-01	7.569562e-01	6.377143e-01	1
TACC1	transforming, acidic coiled-coil containing protein 1	2720	3	0	1	5	0	0	0	5	5	5	5.610419e-01	1	4.400000e-01	1.000000e+00	4.268962e-01	8.569394e-01	6.378056e-01	1
IGLL1	immunoglobulin lambda-like polypeptide 1	650	32	0	0	1	0	0	0	1	1	1	6.378117e-01	NaN	NaN	NaN	NaN	4.861111e-01	6.378117e-01	1
TMEM199	transmembrane protein 199	1020	0	0	0	1	0	0	0	1	1	1	6.379361e-01	NaN	NaN	NaN	NaN	7.414966e-01	6.379361e-01	1
MS4A6A	membrane-spanning 4-domains, subfamily A, member 6A	1022	7	0	1	3	0	0	1	4	4	4	2.813376e-01	1	9.500000e-01	1.000000e+00	9.490038e-01	5.498142e-01	6.381299e-01	1
ZNF16	zinc finger protein 16	2057	16	0	2	3	0	0	0	3	3	3	7.860937e-01	1	2.230000e-01	1.000000e+00	2.118189e-01	3.170682e-01	6.382364e-01	1
ASCL3	achaete-scute complex homolog 3 (Drosophila)	548	11	0	0	1	0	0	1	2	2	2	2.814286e-01	1	9.480000e-01	9.999967e-01	9.443721e-01	5.333333e-01	6.382453e-01	1
PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)	1462	9	1	0	5	0	0	0	5	5	5	2.814294e-01	1	8.410000e-01	1.000000e+00	8.395232e-01	1.161115e-01	6.382463e-01	1
SAMM50	sorting and assembly machinery component 50 homolog (S. cerevisiae)	1466	0	0	0	2	0	0	0	2	2	2	2.814509e-01	1	4.710000e-01	9.999995e-01	4.520260e-01	3.640061e-01	6.382736e-01	1
MFSD9	major facilitator superfamily domain containing 9	1445	12	0	3	3	0	1	0	4	4	4	8.477789e-01	1	2.130000e-01	1.000000e+00	1.986532e-01	6.951982e-01	6.382884e-01	1
NFATC2	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2	2932	12	0	2	9	0	0	1	10	10	10	5.108439e-01	1	4.140000e-01	1	4.212116e-01	4.328369e-01	6.383042e-01	1
TMC5	transmembrane channel-like 5	3476	1	3	5	3	0	0	1	4	4	4	9.848316e-01	1	2.720000e-01	1.000000e+00	2.466795e-01	6.283310e-01	6.385409e-01	1
PREX1	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1	5236	0	2	5	13	0	1	0	14	13	14	7.025268e-01	1	2.980000e-01	1	2.906947e-01	1.721624e-01	6.386061e-01	1
GALNT6	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6)	1905	0	0	0	1	0	0	0	1	1	1	6.386421e-01	NaN	NaN	NaN	NaN	8.612440e-01	6.386421e-01	1
CNPY3	canopy 3 homolog (zebrafish)	857	7	0	2	2	0	1	0	3	3	3	2.817814e-01	1	8.960000e-01	1.000000e+00	8.801178e-01	8.575757e-01	6.386924e-01	1
ENO3	enolase 3 (beta, muscle)	1348	4	0	1	5	0	0	0	5	5	5	2.818124e-01	1	4.560000e-01	1.000000e+00	4.555106e-01	1.348444e-01	6.387316e-01	1
ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5	1422	7	0	0	4	0	0	0	4	4	4	4.175311e-01	1	6.580000e-01	1.000000e+00	6.718695e-01	2.074985e-01	6.387584e-01	1
FAM45A	family with sequence similarity 45, member A	1106	7	0	0	2	0	1	0	3	3	3	2.818439e-01	1	5.430000e-01	1.000000e+00	5.639886e-01	4.624230e-01	6.387716e-01	1
DCAF15	DDB1 and CUL4 associated factor 15	1851	0	0	0	1	0	0	0	1	1	1	6.388855e-01	NaN	NaN	NaN	NaN	3.135135e-01	6.388855e-01	1
PPP2CA	protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform	954	23	0	0	2	1	0	0	3	3	3	2.820221e-01	1	9.000000e-01	1.000000e+00	8.986661e-01	8.331098e-01	6.389972e-01	1
FAM192A	family with sequence similarity 192, member A	785	29	0	0	1	0	0	0	1	1	1	6.391328e-01	NaN	NaN	NaN	NaN	2.377049e-01	6.391328e-01	1
CHRAC1	chromatin accessibility complex 1	404	81	0	0	1	0	0	0	1	1	1	6.391912e-01	NaN	NaN	NaN	NaN	5.333333e-01	6.391912e-01	1
ARHGAP22	Rho GTPase activating protein 22	2828	31	0	2	9	1	0	1	11	11	11	2.822039e-01	1	9.740000e-01	1	9.787801e-01	4.991030e-01	6.392272e-01	1
ENDOU	endonuclease, polyU-specific	1337	2	0	1	1	1	0	1	3	3	3	6.069406e-01	1	4.290000e-01	1.000000e+00	4.524648e-01	1.037184e-01	6.392569e-01	1
MAP3K7CL	chromosome 21 open reading frame 7	920	3	0	0	2	0	0	0	2	2	2	6.488843e-01	1	4.350000e-01	9.999988e-01	4.444444e-01	1.638432e-01	6.393041e-01	1
ARHGAP8	Rho GTPase activating protein 8	2229	3	1	5	10	0	2	1	13	13	13	2.823332e-01	1	5.800000e-01	1	5.939459e-01	4.330581e-01	6.393908e-01	1
ARID3B	AT rich interactive domain 3B (BRIGHT-like)	1711	2	0	1	2	1	0	0	3	3	3	8.687217e-01	1	2.210000e-01	1.000000e+00	2.058521e-01	7.778588e-01	6.393925e-01	1
ZSCAN5B	zinc finger and SCAN domain containing 5B	1500	8	2	1	7	0	0	0	7	6	7	4.495778e-01	1	4.910000e-01	1	4.774688e-01	9.043268e-01	6.393929e-01	1
PCDH7	protocadherin 7	3814	0	1	25	20	0	0	2	22	21	21	9.907850e-01	2.410000e-01	9.820000e-01	5.358340e-02	9.797546e-01	9.811341e-01	6.394420e-01	1
ULBP3	UL16 binding protein 3	747	40	0	1	0	0	1	0	1	1	1	6.395887e-01	NaN	NaN	NaN	NaN	1.855670e-01	6.395887e-01	1
SPRR3	small proline-rich protein 3	510	16	0	1	3	0	0	0	3	3	3	2.825038e-01	1	5.450000e-01	1.000000e+00	5.567398e-01	3.922581e-01	6.396065e-01	1
DOK7	docking protein 7	1879	7	0	3	8	0	0	0	8	8	8	2.825316e-01	1	9.010000e-01	1	9.008837e-01	4.277147e-01	6.396417e-01	1
ADAM21	ADAM metallopeptidase domain 21	2169	13	0	1	1	0	0	1	2	2	2	7.720975e-01	1	3.060000e-01	9.999998e-01	3.391094e-01	3.060215e-01	6.397125e-01	1
MYPOP	Myb-related transcription factor, partner of profilin	1204	0	0	3	3	0	0	0	3	3	3	9.452942e-01	1	2.730000e-01	1.000000e+00	2.572339e-01	1.750633e-01	6.397823e-01	1
QSOX1	quiescin Q6 sulfhydryl oxidase 1	2299	7	0	3	10	0	0	0	10	10	10	2.826996e-01	1	6.440000e-01	1	6.802663e-01	7.584366e-01	6.398539e-01	1
IFT81	intraflagellar transport 81 homolog (Chlamydomonas)	2209	25	1	2	4	0	1	1	6	6	6	4.545027e-01	1	4.820000e-01	1	4.991315e-01	8.625415e-01	6.398552e-01	1
CAPN13	calpain 13	2106	4	3	1	4	2	1	0	7	7	7	6.605207e-01	1	2.790000e-01	1	2.826473e-01	5.214391e-01	6.398580e-01	1
RABAC1	Rab acceptor 1 (prenylated)	575	30	1	0	0	0	0	1	1	1	1	6.398979e-01	NaN	NaN	NaN	NaN	6.949153e-01	6.398979e-01	1
ZMYM5	zinc finger, MYM-type 5	2140	47	0	1	5	0	0	0	5	5	5	5.928923e-01	1	3.600000e-01	1.000000e+00	3.609145e-01	8.674748e-01	6.399929e-01	1
SLC17A1	solute carrier family 17 (sodium phosphate), member 1	1448	1	0	1	2	1	0	0	3	3	3	2.828816e-01	1	9.920000e-01	1.000000e+00	9.920079e-01	5.275594e-01	6.400838e-01	1
C3	complement component 3	5152	5	0	8	5	0	2	0	7	7	7	8.523604e-01	1	2.940000e-01	1	3.067893e-01	9.417931e-01	6.402126e-01	1
DEFB135	defensin, beta 135	238	105	0	0	1	0	0	0	1	1	1	6.402266e-01	NaN	NaN	NaN	NaN	9.005425e-01	6.402266e-01	1
WNT7A	wingless-type MMTV integration site family, member 7A	1062	1	0	1	4	0	0	0	4	3	4	2.830243e-01	1	9.950000e-01	1.000000e+00	9.909555e-01	9.309535e-01	6.402639e-01	1
COG4	component of oligomeric golgi complex 4	2468	9	5	1	3	0	2	0	5	5	4	8.550822e-01	2.590000e-01	8.970000e-01	4.036322e-03	9.040202e-01	6.210863e-02	6.402739e-01	1
KRT6A	keratin 6A	1727	42	0	2	6	0	0	0	6	6	6	2.831207e-01	1	8.490000e-01	1	8.440482e-01	9.564324e-01	6.403857e-01	1
TMEM207	transmembrane protein 207	457	0	0	1	1	0	0	0	1	1	1	6.407419e-01	NaN	NaN	NaN	NaN	8.300971e-01	6.407419e-01	1
C7orf31	chromosome 7 open reading frame 31	1805	5	0	5	4	0	0	1	5	5	5	8.513824e-01	1	2.440000e-01	1.000000e+00	2.244597e-01	2.386618e-01	6.408770e-01	1
IGSF1	immunoglobulin superfamily, member 1	4174	4	1	4	13	0	0	1	14	13	14	5.964863e-01	1	3.460000e-01	1	3.560815e-01	4.615419e-01	6.414025e-01	1
ZNF765	zinc finger protein 765	1623	21	0	3	5	0	0	1	6	6	6	2.840067e-01	1	9.590000e-01	1	9.547776e-01	2.697878e-01	6.415022e-01	1
MIDN	midnolin	1431	0	3	3	6	0	1	0	7	7	7	8.960316e-01	1	1.970000e-01	1	1.829935e-01	7.299404e-01	6.415467e-01	1
VSX1	visual system homeobox 1	1352	42	0	1	5	0	0	0	5	5	4	9.076731e-01	6.300000e-01	2.280000e-01	7.312586e-03	2.382285e-01	8.785834e-03	6.416218e-01	1
GRAP2	GRB2-related adaptor protein 2	1111	15	0	0	3	1	0	0	4	4	4	2.841075e-01	1	6.310000e-01	1.000000e+00	6.018059e-01	6.377678e-01	6.416291e-01	1
MUC15	mucin 15, cell surface associated	1098	19	0	2	8	1	0	0	9	8	9	4.166169e-01	1	3.070000e-01	1	2.963865e-01	5.926067e-01	6.416609e-01	1
OR3A1	olfactory receptor, family 3, subfamily A, member 1	948	41	0	1	4	0	0	1	5	5	5	2.841675e-01	1	6.950000e-01	1.000000e+00	6.946807e-01	3.563194e-01	6.417046e-01	1
