gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	pCL2	pFN2	pCF	p	q
RGS22	regulator of G-protein signaling 22	3899	11	1	2	7	1	0	1	9	9	9	5.769952e-01	1	6.290000e-01	1	6.169046e-01	2.562898e-01	8.942972e-01	1
CCNJ	cyclin J	1168	17	0	3	2	0	0	0	2	2	2	8.462457e-01	1	5.200000e-01	9.999993e-01	5.388306e-01	5.917158e-01	8.943765e-01	1
MYOM2	myomesin (M-protein) 2, 165kDa	4538	0	5	18	44	4	0	2	50	48	49	5.772832e-01	8.450000e-01	5.130000e-01	2.205908e-01	4.803389e-01	8.935839e-01	8.944555e-01	1
ADAT2	adenosine deaminase, tRNA-specific 2, TAD2 homolog (S. cerevisiae)	596	14	0	2	1	0	0	0	1	1	1	8.944611e-01	NaN	NaN	NaN	NaN	1.000000e+00	8.944611e-01	1
PHF13	PHD finger protein 13	915	0	0	1	2	0	0	0	2	2	2	5.774067e-01	1	8.170000e-01	9.999988e-01	8.220209e-01	8.119534e-01	8.945233e-01	1
HEXIM1	hexamethylene bis-acetamide inducible 1	1080	2	0	0	1	0	0	0	1	1	1	8.945251e-01	NaN	NaN	NaN	NaN	8.421053e-01	8.945251e-01	1
ASAP3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3	2831	2	0	5	6	0	0	0	6	6	6	9.645308e-01	1	5.330000e-01	1	5.365774e-01	6.154355e-01	8.947139e-01	1
OSTM1	osteopetrosis associated transmembrane protein 1	1025	29	0	0	0	0	0	1	1	1	1	8.947333e-01	NaN	NaN	NaN	NaN	1.616162e-01	8.947333e-01	1
ATXN3L	ataxin 3-like	1068	5	0	1	0	1	0	0	1	1	1	8.947641e-01	NaN	NaN	NaN	NaN	8.835979e-01	8.947641e-01	1
EPT1	ethanolaminephosphotransferase 1 (CDP-ethanolamine-specific)	1232	3	0	0	2	0	0	0	2	2	2	5.778578e-01	1	5.060000e-01	9.999993e-01	5.068824e-01	6.120555e-01	8.947709e-01	1
GCKR	glucokinase (hexokinase 4) regulator	1950	7	1	6	5	2	0	0	7	7	7	5.778614e-01	1	7.920000e-01	1	8.029644e-01	3.251338e-01	8.947728e-01	1
VEGFC	vascular endothelial growth factor C	1287	1	0	3	8	1	2	0	11	9	11	5.780961e-01	1	6.150000e-01	1	5.781546e-01	8.353658e-01	8.949015e-01	1
PTGFR	prostaglandin F receptor (FP)	1159	0	1	2	6	0	1	0	7	7	7	5.782568e-01	1	5.450000e-01	1	5.687479e-01	2.622732e-01	8.949896e-01	1
OR6B3	olfactory receptor, family 6, subfamily B, member 3	996	2	0	0	3	0	0	0	3	3	3	5.783272e-01	1	6.820000e-01	1.000000e+00	6.842159e-01	6.019484e-01	8.950281e-01	1
MMP21	matrix metallopeptidase 21	1734	0	0	5	12	0	0	2	14	12	13	5.784010e-01	1	9.890000e-01	1	9.917287e-01	5.476503e-01	8.950685e-01	1
MBD3L1	methyl-CpG binding domain protein 3-like 1	585	1	0	3	0	0	0	1	1	1	1	8.951368e-01	NaN	NaN	NaN	NaN	5.629630e-01	8.951368e-01	1
UBA6	ubiquitin-like modifier activating enzyme 6	3351	55	2	5	9	1	2	0	12	12	12	5.788052e-01	1	6.290000e-01	1	6.143343e-01	3.686606e-01	8.952897e-01	1
HOXB4	homeobox B4	760	19	0	1	5	0	0	0	5	5	5	5.788254e-01	1	5.830000e-01	1.000000e+00	5.843544e-01	1.693599e-01	8.953007e-01	1
CAST	calpastatin	2650	3	2	3	6	0	2	0	8	8	8	5.789152e-01	1	7.480000e-01	1	7.458979e-01	5.030098e-01	8.953498e-01	1
IER3	immediate early response 3	583	12	0	0	2	0	0	0	2	2	2	5.789342e-01	1	4.810000e-01	9.999971e-01	4.823071e-01	5.151026e-01	8.953602e-01	1
CKAP4	cytoskeleton-associated protein 4	1813	48	0	2	6	0	0	1	7	7	7	5.789420e-01	1	8.970000e-01	1	9.107717e-01	7.185669e-01	8.953645e-01	1
BNIP1	BCL2/adenovirus E1B 19kDa interacting protein 1	842	1	1	0	1	0	0	0	1	1	1	8.954124e-01	NaN	NaN	NaN	NaN	3.509934e-01	8.954124e-01	1
ZNF490	zinc finger protein 490	1606	20	1	2	2	1	1	0	4	3	4	9.699114e-01	1	5.770000e-01	1.000000e+00	5.696834e-01	2.887974e-01	8.954165e-01	1
UBE2G2	ubiquitin-conjugating enzyme E2G 2 (UBC7 homolog, yeast)	518	8	0	2	2	0	0	0	2	2	2	5.792208e-01	1	3.010000e-01	9.999963e-01	3.093020e-01	9.014144e-01	8.955168e-01	1
VPS37A	vacuolar protein sorting 37 homolog A (S. cerevisiae)	1420	1	1	1	7	0	0	0	7	7	7	5.792638e-01	1	9.490000e-01	1	9.408660e-01	4.481852e-01	8.955402e-01	1
RPS11	ribosomal protein S11	497	18	2	0	1	0	0	0	1	1	1	8.955722e-01	NaN	NaN	NaN	NaN	9.485714e-01	8.955722e-01	1
SPAM1	sperm adhesion molecule 1 (PH-20 hyaluronidase, zona pellucida binding)	1591	14	1	3	7	0	0	0	7	7	7	8.926744e-01	1	6.210000e-01	1	6.421920e-01	9.999157e-01	8.955850e-01	1
STARD3NL	STARD3 N-terminal like	729	28	0	1	2	0	0	0	2	2	2	5.793675e-01	1	7.650000e-01	9.999981e-01	7.689985e-01	2.220395e-01	8.955969e-01	1
TSPAN3	tetraspanin 3	786	1	3	0	2	0	1	0	3	3	3	5.795259e-01	1	5.510000e-01	1.000000e+00	5.667771e-01	3.586965e-01	8.956833e-01	1
GPR88	G protein-coupled receptor 88	1155	0	1	2	4	0	0	0	4	3	4	9.874512e-01	1	5.330000e-01	1.000000e+00	5.465953e-01	8.553617e-01	8.957422e-01	1
NUDCD3	NudC domain containing 3	1106	6	0	2	3	0	0	0	3	3	3	5.796676e-01	1	6.490000e-01	1.000000e+00	6.654567e-01	3.492930e-02	8.957606e-01	1
SOD1	superoxide dismutase 1, soluble (amyotrophic lateral sclerosis 1 (adult))	481	32	0	1	2	0	0	0	2	2	2	5.797992e-01	1	9.570000e-01	9.999957e-01	9.525568e-01	9.207543e-01	8.958324e-01	1
MFSD2B	major facilitator superfamily domain containing 2B	1569	17	1	2	7	0	0	0	7	6	7	5.799049e-01	1	6.820000e-01	1	6.738335e-01	8.525971e-01	8.958899e-01	1
ST6GALNAC1	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	1898	10	0	6	4	0	0	0	4	4	4	9.602198e-01	1	5.720000e-01	1.000000e+00	5.760558e-01	7.746465e-01	8.959269e-01	1
CASP2	caspase 2, apoptosis-related cysteine peptidase (neural precursor cell expressed, developmentally down-regulated 2)	1442	11	1	1	3	0	1	0	4	4	4	5.800008e-01	1	9.370000e-01	1.000000e+00	9.408475e-01	2.629827e-01	8.959422e-01	1
JUN	jun oncogene	996	0	0	3	3	0	0	1	4	4	4	5.801259e-01	1	8.070000e-01	1.000000e+00	8.098569e-01	9.834228e-01	8.960103e-01	1
GDAP1L1	ganglioside-induced differentiation-associated protein 1-like 1	1199	0	1	2	5	0	0	1	6	6	6	5.801455e-01	1	5.760000e-01	1	5.539111e-01	8.747845e-01	8.960210e-01	1
CNOT2	CCR4-NOT transcription complex, subunit 2	1679	10	1	0	4	0	0	1	5	4	5	5.804929e-01	1	6.300000e-01	1.000000e+00	6.234159e-01	5.309036e-01	8.962101e-01	1
TBC1D19	TBC1 domain family, member 19	1661	9	1	2	4	1	0	1	6	5	6	5.805047e-01	1	8.500000e-01	1.000000e+00	8.372675e-01	4.788818e-01	8.962165e-01	1
NRROS		2084	0	0	4	7	0	0	0	7	7	7	5.805856e-01	1	8.830000e-01	1	8.709186e-01	6.890848e-01	8.962605e-01	1
C4orf22	chromosome 4 open reading frame 22	777	1	3	3	2	0	1	0	3	3	3	9.892188e-01	1	2.980000e-01	1.000000e+00	2.731163e-01	8.617931e-01	8.963071e-01	1
C9orf152	chromosome 9 open reading frame 152	724	1	0	0	1	0	0	0	1	1	1	8.963145e-01	NaN	NaN	NaN	NaN	6.709265e-02	8.963145e-01	1
IL15RA	interleukin 15 receptor, alpha	897	3	0	2	2	1	0	0	3	3	3	5.807080e-01	1	9.090000e-01	1.000000e+00	9.173087e-01	8.689705e-01	8.963270e-01	1
SLC25A19	solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19	983	48	0	1	3	0	1	0	4	3	4	5.807992e-01	1	5.560000e-01	1.000000e+00	5.639233e-01	8.981789e-01	8.963766e-01	1
FZD7	frizzled homolog 7 (Drosophila)	1725	9	1	2	11	0	0	0	11	9	11	5.808108e-01	1	9.850000e-01	1	9.884985e-01	5.502543e-01	8.963828e-01	1
ANXA4	annexin A4	1010	19	1	1	2	1	0	0	3	3	3	5.809374e-01	1	5.890000e-01	1.000000e+00	5.865427e-01	3.439438e-01	8.964516e-01	1
TRIOBP	TRIO and F-actin binding protein	7478	3	2	4	20	3	2	0	25	24	25	5.809700e-01	1	6.790000e-01	1	6.704859e-01	4.484420e-01	8.964694e-01	1
RBM38	RNA binding motif protein 38	732	0	1	7	12	1	0	1	14	14	14	5.811431e-01	1	6.880000e-01	1	6.816482e-01	6.958333e-01	8.965633e-01	1
C17orf64	chromosome 17 open reading frame 64	731	20	1	0	1	0	0	0	1	1	1	8.965647e-01	NaN	NaN	NaN	NaN	1.234188e-01	8.965647e-01	1
COIL	coilin	1755	7	1	1	5	0	0	0	5	5	5	5.812424e-01	1	3.460000e-01	1.000000e+00	3.355559e-01	6.904265e-01	8.966172e-01	1
RAB18	RAB18, member RAS oncogene family	645	86	2	0	2	0	0	0	2	2	2	5.815499e-01	1	7.040000e-01	9.999976e-01	7.098361e-01	1.013652e-01	8.967840e-01	1
HDAC4	histone deacetylase 4	3399	14	4	8	18	0	1	0	19	17	19	9.534781e-01	1	3.470000e-01	1	3.468259e-01	1.897185e-01	8.968228e-01	1
KCNE3	potassium voltage-gated channel, Isk-related family, member 3	312	12	0	0	2	0	0	0	2	2	2	5.817397e-01	1	5.060000e-01	9.999900e-01	5.234711e-01	1.171767e-01	8.968868e-01	1
ANGPTL5	angiopoietin-like 5	1195	8	0	1	3	1	0	1	5	5	5	5.817662e-01	1	9.780000e-01	1.000000e+00	9.756390e-01	4.114782e-01	8.969012e-01	1
SH3BP5	SH3-domain binding protein 5 (BTK-associated)	1400	7	1	3	2	0	0	0	2	2	2	9.929445e-01	1	5.140000e-01	9.999995e-01	5.144340e-01	8.591117e-01	8.969549e-01	1
RBBP8	retinoblastoma binding protein 8	2784	5	2	2	8	0	0	1	9	9	9	5.818740e-01	1	8.530000e-01	1	8.577426e-01	6.401302e-01	8.969595e-01	1
ZNF766	zinc finger protein 766	1575	25	0	2	3	0	0	0	3	3	3	9.897934e-01	1	3.270000e-01	1.000000e+00	3.124185e-01	5.257415e-01	8.970270e-01	1
WASF2	WAS protein family, member 2	1525	13	1	2	4	0	0	0	4	4	4	5.819985e-01	1	5.570000e-01	1.000000e+00	5.358862e-01	3.697090e-01	8.970270e-01	1
AC005358.1		2085	18	1	3	7	0	0	0	7	7	7	9.864509e-01	1	5.670000e-01	1	5.791343e-01	2.942478e-01	8.970310e-01	1
IRF5	interferon regulatory factor 5	1573	16	2	0	5	0	1	0	6	5	6	5.820800e-01	1	9.710000e-01	1.000000e+00	9.777926e-01	6.143147e-02	8.970711e-01	1
HIST3H3	histone cluster 3, H3	411	73	0	1	4	0	0	0	4	3	4	5.821042e-01	1	9.000000e-01	1.000000e+00	8.978289e-01	8.848362e-01	8.970842e-01	1
ING2	inhibitor of growth family, member 2	901	5	0	0	1	0	0	0	1	1	1	8.971234e-01	NaN	NaN	NaN	NaN	8.750000e-01	8.971234e-01	1
ZNF628	zinc finger protein 628	3184	2	1	5	5	1	0	0	6	6	6	9.918046e-01	1	5.770000e-01	1	6.041543e-01	8.922701e-01	8.971302e-01	1
VIMP	VCP-interacting membrane protein	599	15	0	0	1	0	0	0	1	1	1	8.971496e-01	NaN	NaN	NaN	NaN	1.283019e-01	8.971496e-01	1
METTL8	methyltransferase like 8	1169	4	0	0	2	0	0	0	2	2	2	7.612314e-01	1	6.700000e-01	9.999993e-01	6.658762e-01	1.260361e-01	8.972128e-01	1
ZMYND11	zinc finger, MYND domain containing 11	1947	26	0	3	5	1	1	0	7	7	7	5.825382e-01	1	4.040000e-01	1	4.050036e-01	5.099347e-01	8.973188e-01	1
ZNF317	zinc finger protein 317	1808	0	2	4	6	0	0	0	6	6	6	9.411234e-01	1	6.170000e-01	1	6.043255e-01	9.528512e-01	8.973281e-01	1
AMT	aminomethyltransferase	1271	2	0	1	1	0	0	0	1	1	1	8.973467e-01	NaN	NaN	NaN	NaN	3.831776e-01	8.973467e-01	1
WFDC5	WAP four-disulfide core domain 5	687	4	0	0	1	0	0	0	1	1	1	8.974134e-01	NaN	NaN	NaN	NaN	5.176471e-01	8.974134e-01	1
PROM1	prominin 1	2735	1	4	8	14	0	0	1	15	15	14	9.928533e-01	8.550000e-01	1.440000e-01	3.764793e-02	1.567883e-01	3.093966e-01	8.974629e-01	1
GYLTL1B	glycosyltransferase-like 1B	2301	6	0	4	7	0	0	1	8	8	7	5.829659e-01	1	8.070000e-01	1	8.251293e-01	1.307812e-01	8.975498e-01	1
ATP2B2	ATPase, Ca++ transporting, plasma membrane 2	3816	0	0	7	12	0	1	0	13	13	13	5.831033e-01	1	7.100000e-01	1	7.023238e-01	4.862872e-01	8.976239e-01	1
POLL	polymerase (DNA directed), lambda	1846	8	0	1	5	0	0	0	5	5	5	5.831742e-01	1	8.920000e-01	1.000000e+00	8.769987e-01	6.688685e-02	8.976622e-01	1
FASLG	Fas ligand (TNF superfamily, member 6)	858	24	0	1	3	0	0	1	4	4	4	5.832035e-01	1	6.970000e-01	1.000000e+00	7.105133e-01	2.662255e-01	8.976780e-01	1
ARMCX3	armadillo repeat containing, X-linked 3	1140	171	0	1	4	0	0	0	4	4	4	5.832281e-01	1	5.170000e-01	1.000000e+00	5.062562e-01	1.836365e-02	8.976912e-01	1
KRT40	keratin 40	1323	20	1	1	4	2	0	0	6	6	6	5.834327e-01	1	9.430000e-01	1	9.369899e-01	7.465310e-01	8.978015e-01	1
TRMT13	tRNA methyltransferase 13 homolog (S. cerevisiae)	1511	86	0	2	4	0	0	1	5	5	5	5.835354e-01	1	9.870000e-01	1.000000e+00	9.885219e-01	7.472648e-01	8.978568e-01	1
TLL2	tolloid-like 2	3128	4	1	3	10	1	2	0	13	13	13	5.837470e-01	1	6.590000e-01	1	6.688097e-01	2.826221e-01	8.979708e-01	1
OSBP	oxysterol binding protein	2476	0	1	0	2	1	0	0	3	3	3	5.837761e-01	1	7.610000e-01	1.000000e+00	7.738130e-01	7.258417e-01	8.979864e-01	1
MAG	myelin associated glycoprotein	1948	1	2	5	11	0	0	1	12	12	12	5.838738e-01	1	8.820000e-01	1	8.800630e-01	1.122538e-01	8.980390e-01	1
MCOLN3	mucolipin 3	1728	3	0	1	3	1	1	0	5	5	5	5.838743e-01	1	5.810000e-01	1.000000e+00	5.806347e-01	4.961904e-01	8.980393e-01	1
ITK	IL2-inducible T-cell kinase	1927	46	3	1	5	1	1	1	8	8	8	5.839524e-01	1	8.100000e-01	1	8.202359e-01	9.569180e-01	8.980813e-01	1
METAP1	methionyl aminopeptidase 1	1219	3	0	0	0	1	0	0	1	1	1	8.981868e-01	NaN	NaN	NaN	NaN	9.739130e-01	8.981868e-01	1
ANXA2R	annexin A2 receptor	582	4	0	1	1	0	0	0	1	1	1	8.982055e-01	NaN	NaN	NaN	NaN	4.244898e-01	8.982055e-01	1
ARCN1	archain 1	1795	5	0	1	1	0	0	0	1	1	1	8.982160e-01	NaN	NaN	NaN	NaN	6.086957e-01	8.982160e-01	1
HOXC5	homeobox C5	673	9	0	2	2	1	0	0	3	3	3	5.843756e-01	1	5.120000e-01	1.000000e+00	5.053057e-01	3.307218e-01	8.983088e-01	1
RANBP1	RAN binding protein 1	977	22	1	0	0	0	1	0	1	1	1	8.983132e-01	NaN	NaN	NaN	NaN	4.480370e-01	8.983132e-01	1
RAB9A	RAB9A, member RAS oncogene family	606	19	0	0	1	1	0	0	2	2	2	5.845053e-01	1	6.800000e-01	9.999973e-01	6.933333e-01	2.600156e-02	8.983785e-01	1
IMPG1	interphotoreceptor matrix proteoglycan 1	2576	15	1	5	11	2	0	0	13	13	13	9.645692e-01	1	5.300000e-01	1	5.255533e-01	6.222706e-01	8.983912e-01	1
AMN	amnionless homolog (mouse)	1406	3	1	2	4	0	0	0	4	4	4	8.750650e-01	1	4.160000e-01	1.000000e+00	4.002622e-01	9.018330e-01	8.983989e-01	1
ECHS1	enoyl Coenzyme A hydratase, short chain, 1, mitochondrial	901	12	2	0	4	0	0	0	4	4	4	5.846458e-01	1	3.670000e-01	1.000000e+00	3.536948e-01	6.289140e-01	8.984539e-01	1
C12orf10	chromosome 12 open reading frame 10	1157	29	0	2	4	0	0	1	5	5	5	5.848505e-01	1	8.800000e-01	1.000000e+00	8.824652e-01	3.637990e-01	8.985637e-01	1
CYP2W1	cytochrome P450, family 2, subfamily W, polypeptide 1	1613	2	1	5	4	0	1	0	5	5	5	8.781916e-01	1	5.600000e-01	1.000000e+00	5.713582e-01	2.335343e-01	8.985772e-01	1
IGF2BP3	insulin-like growth factor 2 mRNA binding protein 3	1796	21	1	3	9	0	0	0	9	9	9	5.851004e-01	1	6.590000e-01	1	6.507629e-01	3.738969e-01	8.986977e-01	1
CALML3	calmodulin-like 3	450	5	0	2	1	1	0	0	2	2	2	5.851498e-01	1	8.490000e-01	9.999951e-01	8.281971e-01	9.191404e-01	8.987242e-01	1
TAS2R38	taste receptor, type 2, member 38	1002	2	0	3	3	0	0	0	3	3	3	5.852062e-01	1	8.490000e-01	1.000000e+00	8.321067e-01	9.324129e-01	8.987544e-01	1
LRRC36	leucine rich repeat containing 36	2343	4	1	1	6	0	0	0	6	5	6	5.853514e-01	1	8.300000e-01	1.000000e+00	8.351313e-01	1.051469e-01	8.988322e-01	1
ROBO1	roundabout, axon guidance receptor, homolog 1 (Drosophila)	5142	0	7	19	37	2	3	2	44	39	42	9.989382e-01	5.300000e-01	9.680000e-01	1.343716e-01	9.682129e-01	6.187890e-01	8.988463e-01	1
PDE7B	phosphodiesterase 7B	1401	15	2	1	3	1	0	0	4	4	4	5.854017e-01	1	8.990000e-01	1.000000e+00	9.001973e-01	3.113058e-01	8.988591e-01	1
TMEM156	transmembrane protein 156	911	25	0	1	1	0	0	0	1	1	1	8.988771e-01	NaN	NaN	NaN	NaN	3.756614e-01	8.988771e-01	1
C11orf72	chromosome 11 open reading frame 72	756	29	0	1	1	0	0	0	1	1	1	8.989127e-01	NaN	NaN	NaN	NaN	2.265372e-01	8.989127e-01	1
GTF2H2C	general transcription factor IIH, polypeptide 2C	1270	6	0	0	1	0	0	0	1	1	1	8.990116e-01	NaN	NaN	NaN	NaN	1	8.990116e-01	1
MRPS18A	mitochondrial ribosomal protein S18A	611	11	1	1	2	0	0	0	2	2	2	8.112756e-01	1	4.630000e-01	9.999974e-01	4.788403e-01	8.784074e-01	8.990407e-01	1
SOD3	superoxide dismutase 3, extracellular	723	0	0	4	8	0	0	0	8	7	8	9.404556e-01	1	5.060000e-01	1	5.182136e-01	2.868588e-01	8.991278e-01	1
TMEM184C	transmembrane protein 184C	1362	2	0	1	2	0	0	0	2	2	2	5.859148e-01	1	5.730000e-01	9.999995e-01	5.608482e-01	9.433333e-01	8.991336e-01	1
LATS1	LATS, large tumor suppressor, homolog 1 (Drosophila)	3478	2	0	2	6	0	0	0	6	6	6	5.859733e-01	1	7.980000e-01	1	8.127838e-01	6.182922e-02	8.991649e-01	1
B4GALNT2	beta-1,4-N-acetyl-galactosaminyl transferase 2	1757	4	2	4	4	0	0	0	4	4	4	8.960070e-01	1	5.430000e-01	1.000000e+00	5.522457e-01	5.382479e-03	8.991731e-01	1
ZFHX4	zinc finger homeobox 4	10900	1	1	33	88	5	3	5	101	75	99	5.863978e-01	7.730000e-01	9.250000e-01	2.251419e-01	9.203478e-01	9.968404e-01	8.993917e-01	1
C19orf60	chromosome 19 open reading frame 60	622	0	1	0	1	0	0	0	1	1	1	8.994143e-01	NaN	NaN	NaN	NaN	8.091873e-01	8.994143e-01	1
SORBS2	sorbin and SH3 domain containing 2	4515	4	1	8	14	0	3	2	19	19	19	5.864496e-01	1	6.540000e-01	1	6.350305e-01	2.686407e-01	8.994193e-01	1
TP53INP1	tumor protein p53 inducible nuclear protein 1	768	17	0	1	2	0	0	0	2	2	2	5.868000e-01	1	7.300000e-01	9.999983e-01	7.365390e-01	3.348624e-01	8.996062e-01	1
RNF185	ring finger protein 185	599	21	0	0	2	0	0	0	2	1	2	8.996314e-01	NaN	NaN	NaN	NaN	6.503741e-01	8.996314e-01	1
POLR1B	polymerase (RNA) I polypeptide B, 128kDa	3582	1	0	2	9	0	0	0	9	9	9	5.869279e-01	1	6.720000e-01	1	7.009309e-01	8.819275e-01	8.996744e-01	1
INSL4	insulin-like 4 (placenta)	424	3	0	1	1	0	0	0	1	1	1	8.996962e-01	NaN	NaN	NaN	NaN	7.377049e-01	8.996962e-01	1
METTL12	methyltransferase like 12	727	4	0	0	0	1	1	0	2	2	2	5.871320e-01	1	7.790000e-01	9.999981e-01	7.582781e-01	3.733502e-01	8.997831e-01	1
AK1	adenylate kinase 1	653	1	1	1	3	0	0	0	3	3	3	5.871595e-01	1	9.540000e-01	1.000000e+00	9.626346e-01	1.408527e-01	8.997977e-01	1
SLC16A7	solute carrier family 16, member 7 (monocarboxylic acid transporter 2)	1471	7	1	2	5	0	0	0	5	5	5	9.705384e-01	1	5.160000e-01	1.000000e+00	5.262104e-01	9.553660e-01	8.998064e-01	1
FAM92A1	family with sequence similarity 92, member A1	988	0	6	0	2	0	0	0	2	2	2	9.921134e-01	1	5.440000e-01	9.999990e-01	5.484586e-01	6.281790e-01	8.998891e-01	1
DYNLRB2	dynein, light chain, roadblock-type 2	395	36	1	0	1	1	0	0	2	2	2	5.873721e-01	1	4.600000e-01	9.999938e-01	4.285714e-01	3.097406e-01	8.999109e-01	1
ZNF852	zinc finger protein 852	1640	4	0	1	1	0	0	0	1	1	1	8.999486e-01	NaN	NaN	NaN	NaN	2.248521e-01	8.999486e-01	1
ZNF415	zinc finger protein 415	2298	19	0	2	6	0	0	0	6	6	6	9.859776e-01	1	5.470000e-01	1	5.606711e-01	7.691026e-01	9.000548e-01	1
CLIC1	chloride intracellular channel 1	746	8	0	1	2	0	0	1	3	3	3	5.877108e-01	1	7.200000e-01	1.000000e+00	7.357561e-01	9.438896e-01	9.000910e-01	1
SMURF1	SMAD specific E3 ubiquitin protein ligase 1	2346	5	1	2	8	0	0	0	8	8	8	5.877799e-01	1	5.070000e-01	1	5.011430e-01	2.852763e-01	9.001278e-01	1
PPP1CB	protein phosphatase 1, catalytic subunit, beta isoform	1013	10	0	0	3	0	0	0	3	3	3	5.878627e-01	1	8.410000e-01	1.000000e+00	8.518388e-01	5.928924e-01	9.001717e-01	1
KAL1	Kallmann syndrome 1 sequence	2095	2	0	2	6	0	0	0	6	6	6	8.763784e-01	1	4.080000e-01	1	4.010232e-01	8.397836e-01	9.002712e-01	1
SYTL1	synaptotagmin-like 1	1741	0	3	4	7	0	1	0	8	8	8	9.786572e-01	1	4.720000e-01	1	4.893396e-01	6.061775e-01	9.003365e-01	1
GP2	glycoprotein 2 (zymogen granule membrane)	1654	31	0	2	5	0	0	1	6	6	6	5.882355e-01	1	6.230000e-01	1	6.241598e-01	6.454516e-01	9.003696e-01	1
SREBF1	sterol regulatory element binding transcription factor 1	3741	5	1	5	8	0	0	2	10	10	10	9.903793e-01	1	3.770000e-01	1	3.678318e-01	6.560419e-01	9.003961e-01	1
ARL8B	ADP-ribosylation factor-like 8B	655	2	1	2	0	1	0	1	2	2	2	5.883449e-01	1	6.120000e-01	9.999977e-01	6.166284e-01	5.771635e-01	9.004277e-01	1
RNF141	ring finger protein 141	711	26	1	0	1	0	0	0	1	1	1	9.004424e-01	NaN	NaN	NaN	NaN	4.840657e-01	9.004424e-01	1
OR6C70	olfactory receptor, family 6, subfamily C, member 70	939	34	0	2	3	0	0	0	3	3	3	5.884537e-01	1	6.130000e-01	1.000000e+00	6.065372e-01	1.103145e-01	9.004854e-01	1
SV2B	synaptic vesicle glycoprotein 2B	2096	3	2	8	0	0	2	1	3	3	3	9.995786e-01	1	1.720000e-01	1.000000e+00	1.615459e-01	5.167513e-01	9.006434e-01	1
MSH6	mutS homolog 6 (E. coli)	4119	10	0	8	11	3	2	3	19	15	19	5.888114e-01	1	7.510000e-01	1	7.388770e-01	6.023063e-01	9.006750e-01	1
CDH22	cadherin-like 22	2527	0	2	11	12	0	0	0	12	11	12	9.883908e-01	1	4.300000e-01	1	4.299857e-01	5.902793e-01	9.008176e-01	1
CCT6B	chaperonin containing TCP1, subunit 6B (zeta 2)	1646	2	1	2	3	1	0	1	5	5	5	5.893381e-01	1	7.720000e-01	1.000000e+00	7.694149e-01	5.849455e-01	9.009537e-01	1
PAXIP1	PAX interacting (with transcription-activation domain) protein 1	3294	2	0	3	7	0	2	2	11	11	11	5.897811e-01	1	9.980000e-01	1	9.974578e-01	3.081247e-02	9.011878e-01	1
PRSS58	protease, serine, 58	742	5	0	0	2	0	0	0	2	2	2	5.897982e-01	1	5.560000e-01	9.999982e-01	5.724729e-01	9.161290e-01	9.011968e-01	1
PCDH12	protocadherin 12	3567	5	1	6	12	0	0	3	15	14	15	5.898081e-01	1	8.690000e-01	1	8.438633e-01	7.011326e-01	9.012020e-01	1
SDCBP	syndecan binding protein (syntenin)	992	8	0	1	3	0	0	0	3	3	3	5.898957e-01	1	7.320000e-01	1.000000e+00	7.455294e-01	5.743403e-01	9.012483e-01	1
HDX	highly divergent homeobox	2107	11	1	3	16	1	0	0	17	16	17	5.900477e-01	1	8.060000e-01	1	8.025544e-01	3.098806e-03	9.013285e-01	1
NDUFA5	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5, 13kDa	390	101	2	0	2	0	0	0	2	2	2	5.901107e-01	1	9.280000e-01	9.999936e-01	9.263980e-01	9.963244e-01	9.013617e-01	1
MMP9	matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)	2172	3	0	1	9	0	0	0	9	9	9	5.901179e-01	1	9.250000e-01	1	9.353697e-01	1.466917e-01	9.013655e-01	1
AK4	adenylate kinase 4	688	87	0	1	1	0	0	0	1	1	1	9.013839e-01	NaN	NaN	NaN	NaN	6.192661e-01	9.013839e-01	1
TEKT3	tektin 3	1497	0	0	3	7	0	0	0	7	7	7	5.902524e-01	1	7.650000e-01	1	7.528165e-01	7.421977e-01	9.014365e-01	1
VAV1	vav 1 guanine nucleotide exchange factor	2683	0	3	2	3	1	2	1	7	7	7	5.902825e-01	1	6.570000e-01	1	6.498938e-01	4.077518e-01	9.014523e-01	1
TSSK3	testis-specific serine kinase 3	811	9	0	2	3	0	0	0	3	3	3	5.903787e-01	1	6.520000e-01	1.000000e+00	6.444428e-01	5.461820e-01	9.015030e-01	1
AP3B2	adaptor-related protein complex 3, beta 2 subunit	3478	20	3	6	10	0	0	0	10	10	10	9.774811e-01	1	3.750000e-01	1	3.782594e-01	5.267969e-01	9.015135e-01	1
SAMD13	sterile alpha motif domain containing 13	530	0	2	0	1	0	0	0	1	1	1	9.015567e-01	NaN	NaN	NaN	NaN	8.342857e-01	9.015567e-01	1
G2E3	G2/M-phase specific E3 ubiquitin protein ligase	2267	1	0	2	5	0	0	1	6	6	6	5.905385e-01	1	7.690000e-01	1	7.733169e-01	5.390947e-02	9.015872e-01	1
