rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
9531	PER2	period homolog 2 (Drosophila)	3856	1	0	8	5	0	0	0	5	5	5	9.704817e-01	1	3.890000e-01	8.141789e-01	1
9532	RSAD2	radical S-adenosyl methionine domain containing 2	1106	6	0	2	8	0	0	0	8	8	8	4.562161e-01	1	7.960000e-01	8.142493e-01	1
9533	MAPKBP1	mitogen-activated protein kinase binding protein 1	4665	10	0	7	14	1	0	2	17	17	17	4.562782e-01	1	8.430000e-01	8.142981e-01	1
9534	TARBP1	TAR (HIV-1) RNA binding protein 1	4982	2	0	3	9	0	0	0	9	9	9	4.563361e-01	1	9.430000e-01	8.143435e-01	1
9535	SPDYE4	speedy homolog E4 (Xenopus laevis)	736	84	0	0	1	0	0	0	1	1	1	8.145226e-01	NaN	NaN	8.145226e-01	1
9536	ZNF295	zinc finger protein 295	3205	13	0	3	7	0	0	0	7	7	7	4.566913e-01	1	8.210000e-01	8.146220e-01	1
9537	C13orf16	chromosome 13 open reading frame 16	476	26	0	1	3	0	0	0	3	3	3	4.567173e-01	1	6.700000e-01	8.146424e-01	1
9538	CDC34	cell division cycle 34 homolog (S. cerevisiae)	727	84	0	1	3	0	0	0	3	3	3	4.567227e-01	1	1.960000e-01	8.146466e-01	1
9539	RPL28	ribosomal protein L28	848	12	0	0	1	0	0	0	1	1	1	8.147403e-01	NaN	NaN	8.147403e-01	1
9540	BET1	blocked early in transport 1 homolog (S. cerevisiae)	369	77	0	0	2	0	0	0	2	2	2	4.569029e-01	1	8.580000e-01	8.147878e-01	1
9541	CD38	CD38 molecule	931	3	0	1	4	0	0	0	4	4	4	4.569521e-01	1	6.340000e-01	8.148264e-01	1
9542	SLC6A7	solute carrier family 6 (neurotransmitter transporter, L-proline), member 7	1963	1	0	3	2	1	1	0	4	4	4	4.570127e-01	1	6.460000e-01	8.148738e-01	1
9543	HMSD	histocompatibility (minor) serpin domain containing	432	1	0	2	2	0	0	0	2	2	2	8.267073e-01	1	4.220000e-01	8.149963e-01	1
9544	AGPHD1	aminoglycoside phosphotransferase domain containing 1	1143	4	0	0	2	0	0	0	2	2	2	4.572798e-01	1	5.160000e-01	8.150829e-01	1
9545	BECN1	beclin 1, autophagy related	1399	4	0	1	3	0	0	0	3	3	3	4.572957e-01	1	7.360000e-01	8.150953e-01	1
9546	INTS4	integrator complex subunit 4	2982	0	0	1	2	0	0	1	3	3	3	4.573019e-01	1	9.890000e-01	8.151001e-01	1
9547	LCE3E	late cornified envelope 3E	283	65	0	0	1	0	0	0	1	1	1	8.151025e-01	NaN	NaN	8.151025e-01	1
9548	FGF16	fibroblast growth factor 16	353	6	0	1	1	0	0	0	1	1	1	8.152516e-01	NaN	NaN	8.152516e-01	1
9549	PCM1	pericentriolar material 1	6223	8	0	10	19	1	1	1	22	19	22	4.575432e-01	1	9.960000e-01	8.152889e-01	1
9550	PPP1R14D	protein phosphatase 1, regulatory (inhibitor) subunit 14D	621	38	0	0	2	0	0	0	2	2	2	4.575466e-01	1	3.860000e-01	8.152916e-01	1
9551	SDHAF2	succinate dehydrogenase complex assembly factor 2	581	81	0	0	1	0	0	0	1	1	1	8.153858e-01	NaN	NaN	8.153858e-01	1
9552	PCDHGA2	protocadherin gamma subfamily A, 2	50724	2	0	2	12	1	0	0	13	13	13	4.576930e-01	1	7.390000e-01	8.154060e-01	1
9553	CR1L	complement component (3b/4b) receptor 1-like	1756	17	0	1	2	0	1	0	3	3	3	4.577580e-01	1	6.570000e-01	8.154568e-01	1
9554	RAB4B	RAB4B, member RAS oncogene family	1056	16	0	1	1	0	0	0	1	1	1	8.154897e-01	NaN	NaN	8.154897e-01	1
9555	OR2F1	olfactory receptor, family 2, subfamily F, member 1	958	2	0	3	9	0	0	1	10	10	10	7.267617e-01	1	5.450000e-01	8.155364e-01	1
9556	CNPY2	canopy 2 homolog (zebrafish)	933	14	0	0	2	0	0	0	2	2	2	4.581145e-01	1	7.490000e-01	8.157353e-01	1
9557	C6orf174	chromosome 6 open reading frame 174	4397	1	0	8	6	0	0	0	6	6	6	9.937435e-01	1	3.670000e-01	8.157362e-01	1
9558	PYCRL	pyrroline-5-carboxylate reductase-like	883	2	0	3	5	0	0	0	5	5	5	4.582347e-01	1	7.400000e-01	8.158291e-01	1
9559	MMEL1	membrane metallo-endopeptidase-like 1	2434	4	0	5	10	0	2	1	13	13	13	4.584194e-01	1	7.440000e-01	8.159731e-01	1
9560	AZI1	5-azacytidine induced 1	3343	2	0	4	10	1	0	0	11	11	11	4.585496e-01	1	7.960000e-01	8.160747e-01	1
9561	MARCKSL1	MARCKS-like 1	592	56	0	0	3	0	0	0	3	3	3	4.586222e-01	1	5.090000e-01	8.161313e-01	1
9562	COG3	component of oligomeric golgi complex 3	2577	5	0	3	9	0	0	1	10	9	10	4.586659e-01	1	4.030000e-01	8.161654e-01	1
9563	OR5B17	olfactory receptor, family 5, subfamily B, member 17	943	6	0	0	5	0	0	0	5	4	5	9.557666e-01	1	3.550000e-01	8.162449e-01	1
9564	RAB5C	RAB5C, member RAS oncogene family	671	8	0	1	3	0	0	0	3	3	3	4.589941e-01	1	9.700000e-01	8.164210e-01	1
9565	SPNS1	spinster homolog 1 (Drosophila)	1635	22	0	4	7	0	0	0	7	6	7	8.613174e-01	1	4.950000e-01	8.164896e-01	1
9566	GRAP	GRB2-related adaptor protein	672	0	0	1	2	0	0	0	2	2	2	4.590902e-01	1	9.930000e-01	8.164958e-01	1
9567	LELP1	late cornified envelope-like proline-rich 1	301	2	0	1	1	0	0	0	1	1	1	8.165875e-01	NaN	NaN	8.165875e-01	1
9568	DNAH11	dynein, axonemal, heavy chain 11	13899	4	1	24	56	2	5	6	69	63	69	4.592595e-01	8.350000e-01	7.550000e-01	8.166276e-01	1
9569	MLF2	myeloid leukemia factor 2	779	1	0	0	1	0	0	0	1	1	1	8.166281e-01	NaN	NaN	8.166281e-01	1
9570	LAMA2	laminin, alpha 2 (merosin, congenital muscular dystrophy)	9625	0	0	18	44	3	2	1	50	39	49	8.383633e-01	4.350000e-01	7.290000e-01	8.167549e-01	1
9571	SNX17	sorting nexin 17	2156	48	0	1	2	0	2	0	4	4	4	4.595019e-01	1	8.580000e-01	8.168162e-01	1
9572	OXGR1	oxoglutarate (alpha-ketoglutarate) receptor 1	1018	13	0	1	3	0	0	0	3	3	3	9.396877e-01	1	3.640000e-01	8.168204e-01	1
9573	MYL9	myosin, light chain 9, regulatory	531	8	0	1	1	0	0	0	1	1	1	8.168292e-01	NaN	NaN	8.168292e-01	1
9574	TNRC6C	trinucleotide repeat containing 6C	5262	22	0	8	16	0	0	2	18	16	18	4.595206e-01	1	4.500000e-01	8.168307e-01	1
9575	CIB4	calcium and integrin binding family member 4	584	9	0	0	1	0	0	0	1	1	1	8.168341e-01	NaN	NaN	8.168341e-01	1
9576	SLC15A4	solute carrier family 15, member 4	1764	5	0	1	9	0	0	0	9	9	9	4.595919e-01	1	9.850000e-01	8.168861e-01	1
9577	SLAIN2	SLAIN motif family, member 2	1774	11	0	2	2	1	0	0	3	3	3	4.596271e-01	1	8.130000e-01	8.169135e-01	1
9578	APOO	apolipoprotein O	732	38	0	0	1	0	0	0	1	1	1	8.169494e-01	NaN	NaN	8.169494e-01	1
9579	CYB5B	cytochrome b5 type B (outer mitochondrial membrane)	471	71	0	1	1	0	0	0	1	1	1	8.170104e-01	NaN	NaN	8.170104e-01	1
9580	PCDHGB7	protocadherin gamma subfamily B, 7	15936	13	0	5	10	1	0	0	11	11	11	4.597588e-01	1	9.190000e-01	8.170159e-01	1
9581	GM2A	GM2 ganglioside activator	745	0	0	3	2	0	0	0	2	2	2	6.138341e-01	1	6.480000e-01	8.170182e-01	1
9582	MRPS35	mitochondrial ribosomal protein S35	1002	16	0	1	2	1	0	0	3	3	3	4.598564e-01	1	4.630000e-01	8.170917e-01	1
9583	C10orf46	chromosome 10 open reading frame 46	1142	6	0	0	4	0	0	0	4	4	4	4.598601e-01	1	9.730000e-01	8.170946e-01	1
9584	MTERF	mitochondrial transcription termination factor	1208	40	0	1	5	0	0	0	5	5	5	4.599856e-01	1	9.400000e-01	8.171921e-01	1
9585	ADCYAP1	adenylate cyclase activating polypeptide 1 (pituitary)	548	2	0	2	3	0	0	0	3	3	3	4.600778e-01	1	8.000000e-01	8.172637e-01	1
9586	EIF4E1B	eukaryotic translation initiation factor 4E family member 1B	760	27	0	1	1	0	0	0	1	1	1	8.172934e-01	NaN	NaN	8.172934e-01	1
9587	FABP7	fatty acid binding protein 7, brain	411	74	0	1	1	0	0	0	1	1	1	8.174368e-01	NaN	NaN	8.174368e-01	1
9588	GCNT2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)	3065	10	3	1	9	0	0	0	9	8	9	9.132969e-01	1	3.170000e-01	8.174374e-01	1
9589	MIPEP	mitochondrial intermediate peptidase	2725	3	0	2	10	0	1	1	12	12	12	4.603934e-01	1	8.250000e-01	8.175086e-01	1
9590	C2orf64	chromosome 2 open reading frame 64	620	1	0	1	2	0	0	0	2	2	2	4.605667e-01	1	7.240000e-01	8.176429e-01	1
9591	PCNA	proliferating cell nuclear antigen	806	2	0	1	1	0	0	0	1	1	1	8.176646e-01	NaN	NaN	8.176646e-01	1
9592	ABHD10	abhydrolase domain containing 10	939	6	0	2	1	0	0	0	1	1	1	8.178805e-01	NaN	NaN	8.178805e-01	1
9593	ISG20	interferon stimulated exonuclease gene 20kDa	558	14	0	1	3	0	0	0	3	3	3	4.609447e-01	1	6.320000e-01	8.179359e-01	1
9594	GDA	guanine deaminase	1417	98	0	1	2	0	2	0	4	4	4	4.609710e-01	1	7.550000e-01	8.179562e-01	1
9595	DSCAM	Down syndrome cell adhesion molecule	6167	7	0	24	45	2	2	3	52	47	51	9.999980e-01	4.520000e-01	3.680000e-01	8.179780e-01	1
9596	HIC1	hypermethylated in cancer 1	2206	1	0	4	5	0	0	0	5	5	5	4.610720e-01	1	6.110000e-01	8.180345e-01	1
9597	PI4K2B	phosphatidylinositol 4-kinase type 2 beta	1482	3	0	1	3	0	0	1	4	4	4	4.610887e-01	1	5.540000e-01	8.180474e-01	1
9598	MRPL19	mitochondrial ribosomal protein L19	901	7	0	1	2	1	0	0	3	3	3	4.610943e-01	1	9.180000e-01	8.180517e-01	1
9599	TLE2	transducin-like enhancer of split 2 (E(sp1) homolog, Drosophila)	2380	10	0	4	12	0	1	0	13	12	13	4.611053e-01	1	9.280000e-01	8.180602e-01	1
9600	NYX	nyctalopin	1450	0	0	5	4	0	0	1	5	5	5	4.611178e-01	1	9.020000e-01	8.180699e-01	1
9601	TMEM18	transmembrane protein 18	441	9	0	2	1	0	0	0	1	1	1	8.181235e-01	NaN	NaN	8.181235e-01	1
9602	SLC16A14	solute carrier family 16, member 14 (monocarboxylic acid transporter 14)	1549	15	0	3	6	0	0	1	7	7	7	8.309891e-01	1	5.070000e-01	8.181327e-01	1
9603	CYP39A1	cytochrome P450, family 39, subfamily A, polypeptide 1	1542	0	0	2	5	0	0	1	6	6	6	4.613500e-01	1	7.410000e-01	8.182495e-01	1
9604	TRUB1	TruB pseudouridine (psi) synthase homolog 1 (E. coli)	1080	39	0	2	3	0	0	1	4	4	4	4.613643e-01	1	6.680000e-01	8.182606e-01	1
9605	MS4A13	membrane-spanning 4-domains, subfamily A, member 13	479	7	0	0	1	0	0	0	1	1	1	8.182897e-01	NaN	NaN	8.182897e-01	1
9606	AMHR2	anti-Mullerian hormone receptor, type II	1766	29	0	2	2	0	0	0	2	2	2	9.881486e-01	1	3.240000e-01	8.183388e-01	1
9607	CCDC109B	coiled-coil domain containing 109B	1039	31	0	1	0	0	0	2	2	2	2	4.617745e-01	1	9.750000e-01	8.185778e-01	1
9608	EI24	etoposide induced 2.4 mRNA	1062	21	0	1	2	0	0	0	2	2	2	4.619591e-01	1	9.400000e-01	8.187204e-01	1
9609	TIMM10	translocase of inner mitochondrial membrane 10 homolog (yeast)	281	140	0	0	1	0	0	0	1	1	1	8.187339e-01	NaN	NaN	8.187339e-01	1
9610	CYP3A4	cytochrome P450, family 3, subfamily A, polypeptide 4	1560	6	0	4	2	1	1	2	6	6	6	4.621113e-01	1	6.050000e-01	8.188379e-01	1
9611	B4GALT7	xylosylprotein beta 1,4-galactosyltransferase, polypeptide 7 (galactosyltransferase I)	1006	14	0	1	3	0	0	0	3	3	3	4.621384e-01	1	9.970000e-01	8.188588e-01	1
9612	ZDHHC22	zinc finger, DHHC-type containing 22	800	0	0	6	3	0	0	0	3	3	3	8.719713e-01	1	3.420000e-01	8.188637e-01	1
9613	IFI35	interferon-induced protein 35	891	5	0	4	6	0	0	0	6	6	6	4.621817e-01	1	6.940000e-01	8.188923e-01	1
9614	CDS2	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2	1386	4	0	0	1	0	0	0	1	1	1	8.189144e-01	NaN	NaN	8.189144e-01	1
9615	SORD	sorbitol dehydrogenase	1106	4	0	1	1	0	0	0	1	1	1	8.190145e-01	NaN	NaN	8.190145e-01	1
9616	TCTN3	tectonic family member 3	1876	12	0	0	3	0	0	0	3	3	3	4.626358e-01	1	7.000000e-01	8.192425e-01	1
9617	C1orf159	chromosome 1 open reading frame 159	629	10	0	1	1	0	0	0	1	1	1	8.192471e-01	NaN	NaN	8.192471e-01	1
9618	HES3	hairy and enhancer of split 3 (Drosophila)	575	74	0	0	1	0	0	0	1	1	1	8.195538e-01	NaN	NaN	8.195538e-01	1
9619	FER	fer (fps/fes related) tyrosine kinase	2543	1	0	3	11	0	0	0	11	11	11	4.631843e-01	1	5.600000e-01	8.196649e-01	1
9620	CAPN11	calpain 11	2310	4	0	4	5	0	0	1	6	6	6	4.632433e-01	1	8.590000e-01	8.197103e-01	1
9621	OR2M3	olfactory receptor, family 2, subfamily M, member 3	938	9	1	3	3	0	0	0	3	3	3	9.899938e-01	1	3.940000e-01	8.197671e-01	1
9622	UBE2M	ubiquitin-conjugating enzyme E2M (UBC12 homolog, yeast)	572	54	0	2	3	0	0	1	4	4	4	4.633743e-01	1	7.580000e-01	8.198111e-01	1
9623	OR1J4	olfactory receptor, family 1, subfamily J, member 4	941	31	0	1	2	1	0	0	3	3	3	4.633953e-01	1	9.750000e-01	8.198273e-01	1
9624	NDUFA2	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa	394	24	0	1	1	0	0	0	1	1	1	8.198681e-01	NaN	NaN	8.198681e-01	1
9625	USP29	ubiquitin specific peptidase 29	2773	12	0	1	12	0	0	1	13	13	13	8.523241e-01	1	4.690000e-01	8.200341e-01	1
9626	UCKL1	uridine-cytidine kinase 1-like 1	1705	5	0	3	6	0	0	0	6	6	6	4.640329e-01	1	9.020000e-01	8.203173e-01	1
9627	WDR72	WD repeat domain 72	3385	3	0	7	12	0	1	0	13	12	13	9.915353e-01	1	1.890000e-01	8.203216e-01	1
9628	FYCO1	FYVE and coiled-coil domain containing 1	5521	1	0	8	11	1	1	0	13	12	13	8.391794e-01	1	4.740000e-01	8.203428e-01	1
9629	MBD3L1	methyl-CpG binding domain protein 3-like 1	589	3	0	3	0	0	0	1	1	1	1	8.205963e-01	NaN	NaN	8.205963e-01	1
9630	PGRMC1	progesterone receptor membrane component 1	596	127	0	0	1	0	0	0	1	1	1	8.206056e-01	NaN	NaN	8.206056e-01	1
9631	KRTAP13-2	keratin associated protein 13-2	530	0	0	1	3	0	0	0	3	3	3	9.278665e-01	1	3.960000e-01	8.209524e-01	1
9632	OR51G2	olfactory receptor, family 51, subfamily G, member 2	945	22	0	1	4	0	0	1	5	4	5	9.171119e-01	1	3.420000e-01	8.210402e-01	1
9633	DBX1	developing brain homeobox 1	1161	12	0	3	6	1	0	0	7	6	7	4.650241e-01	1	5.430000e-01	8.210773e-01	1
9634	CSF1R	colony stimulating factor 1 receptor, formerly McDonough feline sarcoma viral (v-fms) oncogene homolog	3004	7	0	2	11	0	0	0	11	11	11	4.650437e-01	1	8.570000e-01	8.210922e-01	1
9635	DDA1	DET1 and DDB1 associated 1	325	82	0	0	1	0	0	0	1	1	1	8.211058e-01	NaN	NaN	8.211058e-01	1
9636	BIRC7	baculoviral IAP repeat-containing 7 (livin)	921	3	0	0	1	0	0	0	1	1	1	8.211725e-01	NaN	NaN	8.211725e-01	1
9637	S100A7	S100 calcium binding protein A7	316	178	0	0	1	0	0	0	1	1	1	8.211964e-01	NaN	NaN	8.211964e-01	1
9638	ASNSD1	asparagine synthetase domain containing 1	1944	1	0	0	4	0	0	0	4	4	4	4.651895e-01	1	4.800000e-01	8.212038e-01	1
9639	HHLA2	HERV-H LTR-associating 2	1277	2	0	0	5	0	0	0	5	5	5	4.652840e-01	1	8.260000e-01	8.212762e-01	1
9640	HECTD2	HECT domain containing 2	2435	0	0	2	8	0	1	0	9	8	9	4.654000e-01	1	9.000000e-01	8.213649e-01	1
9641	STAC2	SH3 and cysteine rich domain 2	1276	3	0	3	5	0	0	0	5	5	5	4.654616e-01	1	9.910000e-01	8.214120e-01	1
9642	MCEE	methylmalonyl CoA epimerase	968	28	0	1	1	0	0	0	1	1	1	8.214512e-01	NaN	NaN	8.214512e-01	1
9643	MAD2L2	MAD2 mitotic arrest deficient-like 2 (yeast)	668	27	0	1	1	1	0	1	3	3	3	4.655488e-01	1	8.220000e-01	8.214787e-01	1
9644	BTC	betacellulin	556	33	0	0	4	0	0	0	4	4	4	4.656574e-01	1	5.440000e-01	8.215618e-01	1
9645	ZNF616	zinc finger protein 616	2358	8	0	2	7	0	1	0	8	8	8	4.657625e-01	1	6.760000e-01	8.216420e-01	1
9646	EIF5A	eukaryotic translation initiation factor 5A	577	55	0	1	3	0	0	0	3	3	3	4.657812e-01	1	9.060000e-01	8.216563e-01	1
9647	SCAMP2	secretory carrier membrane protein 2	1024	38	0	1	0	0	1	0	1	1	1	8.216667e-01	NaN	NaN	8.216667e-01	1
9648	STK31	serine/threonine kinase 31	3156	3	0	4	9	1	0	0	10	10	10	4.659460e-01	1	7.380000e-01	8.217822e-01	1
9649	FANCA	Fanconi anemia, complementation group A	4555	14	1	7	20	0	1	1	22	22	22	4.659495e-01	1	9.100000e-01	8.217849e-01	1
9650	TNPO3	transportin 3	2860	12	0	8	4	0	1	2	7	7	7	8.661240e-01	1	5.120000e-01	8.218042e-01	1
9651	SAMD11	sterile alpha motif domain containing 11	2100	0	0	9	10	1	1	1	13	12	13	4.660800e-01	1	9.440000e-01	8.218845e-01	1
9652	PATE2	prostate and testis expressed 2	356	248	0	0	1	0	0	0	1	1	1	8.219955e-01	NaN	NaN	8.219955e-01	1
9653	C19orf42	chromosome 19 open reading frame 42	342	118	0	0	0	1	0	0	1	1	1	8.220592e-01	NaN	NaN	8.220592e-01	1
9654	MRPS7	mitochondrial ribosomal protein S7	753	136	0	1	2	0	0	0	2	2	2	8.816528e-01	1	4.150000e-01	8.221244e-01	1
9655	C20orf197	chromosome 20 open reading frame 197	385	21	0	0	1	0	0	0	1	1	1	8.221733e-01	NaN	NaN	8.221733e-01	1
9656	FAM149A	family with sequence similarity 149, member A	1493	4	0	2	3	1	0	0	4	4	4	4.665797e-01	1	7.700000e-01	8.222658e-01	1
9657	PRX	periaxin	4463	0	0	4	9	0	0	1	10	10	10	4.666721e-01	1	9.960000e-01	8.223362e-01	1
9658	C14orf21	chromosome 14 open reading frame 21	2079	7	0	0	3	0	1	0	4	4	4	4.667475e-01	1	9.730000e-01	8.223936e-01	1
9659	MGA	MAX gene associated	9290	1	0	12	26	3	2	0	31	26	31	4.668670e-01	1	9.970000e-01	8.224847e-01	1
9660	PAQR5	progestin and adipoQ receptor family member V	1017	7	0	1	3	0	0	0	3	3	3	8.694734e-01	1	2.630000e-01	8.225153e-01	1
9661	EIF4H	eukaryotic translation initiation factor 4H	773	2	0	3	1	0	0	1	2	2	2	4.670110e-01	1	3.960000e-01	8.225943e-01	1
9662	RAB8B	RAB8B, member RAS oncogene family	654	39	0	0	1	0	0	0	1	1	1	8.226524e-01	NaN	NaN	8.226524e-01	1
9663	NCAPH2	non-SMC condensin II complex, subunit H2	3076	1	0	3	3	0	1	0	4	4	4	4.672093e-01	1	9.650000e-01	8.227453e-01	1
9664	NBEAL1	neurobeachin-like 1	8297	10	0	6	9	1	1	0	11	10	11	9.073174e-01	1	4.730000e-01	8.227903e-01	1
9665	COASY	Coenzyme A synthase	1822	9	0	3	8	0	0	1	9	9	9	4.672920e-01	1	7.650000e-01	8.228082e-01	1
9666	IPP	intracisternal A particle-promoted polypeptide	1889	5	0	1	6	0	0	1	7	7	7	4.675303e-01	1	7.950000e-01	8.229894e-01	1
9667	CNGA4	cyclic nucleotide gated channel alpha 4	1750	10	0	2	10	0	0	0	10	10	10	4.675738e-01	1	8.640000e-01	8.230225e-01	1
9668	LCE1F	late cornified envelope 1F	356	6	0	1	2	0	0	0	2	2	2	4.676953e-01	1	9.350000e-01	8.231149e-01	1
9669	SMARCAD1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1	3179	6	0	4	9	0	0	1	10	10	10	4.678924e-01	1	8.930000e-01	8.232646e-01	1
9670	GALNT1	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 (GalNAc-T1)	1722	24	0	2	5	0	0	1	6	6	6	4.679394e-01	1	9.780000e-01	8.233003e-01	1
9671	AIFM1	apoptosis-inducing factor, mitochondrion-associated, 1	2047	1	1	2	0	0	0	1	1	1	1	8.233583e-01	NaN	NaN	8.233583e-01	1
9672	C5orf4	chromosome 5 open reading frame 4	1032	6	0	3	2	0	1	0	3	3	3	4.681453e-01	1	4.620000e-01	8.234566e-01	1
9673	ZNF257	zinc finger protein 257	1704	43	0	2	9	1	1	0	11	10	11	7.948602e-01	1	4.280000e-01	8.234774e-01	1
9674	LRRC20	leucine rich repeat containing 20	571	14	0	0	3	0	0	0	3	3	3	4.682941e-01	1	6.630000e-01	8.235695e-01	1
9675	FAM115A	family with sequence similarity 115, member A	2798	11	0	0	3	0	0	0	3	3	3	4.683950e-01	1	8.810000e-01	8.236460e-01	1
9676	TPP1	tripeptidyl peptidase I	2165	11	0	4	3	0	0	0	3	3	3	9.820822e-01	1	3.350000e-01	8.236902e-01	1
9677	OSBP	oxysterol binding protein	2476	4	0	0	2	1	0	0	3	3	3	4.684621e-01	1	7.420000e-01	8.236970e-01	1
9678	ARMCX6	armadillo repeat containing, X-linked 6	903	17	0	1	1	0	0	0	1	1	1	8.237002e-01	NaN	NaN	8.237002e-01	1
9679	AQR	aquarius homolog (mouse)	4594	33	0	4	10	0	0	0	10	10	10	4.685578e-01	1	7.240000e-01	8.237695e-01	1
9680	SMCR8	Smith-Magenis syndrome chromosome region, candidate 8	2933	2	0	2	9	1	0	0	10	9	10	4.686301e-01	1	8.170000e-01	8.238243e-01	1
9681	RPL10L	ribosomal protein L10-like	649	14	0	3	6	0	0	0	6	6	6	9.866426e-01	1	3.670000e-01	8.238433e-01	1
9682	SYT16	synaptotagmin XVI	1958	6	0	5	9	1	0	0	10	9	10	8.712862e-01	1	3.970000e-01	8.239167e-01	1
9683	PSORS1C2	psoriasis susceptibility 1 candidate 2	842	11	0	0	2	0	0	0	2	2	2	4.687910e-01	1	7.540000e-01	8.239463e-01	1
9684	ZNF713	zinc finger protein 713	1307	0	0	0	3	0	0	0	3	3	3	4.688406e-01	1	7.180000e-01	8.239838e-01	1
9685	IQCF3	IQ motif containing F3	479	37	0	0	2	0	0	0	2	2	2	4.688722e-01	1	3.580000e-01	8.240077e-01	1
9686	TREM2	triggering receptor expressed on myeloid cells 2	711	16	0	2	1	0	0	0	1	1	1	8.240369e-01	NaN	NaN	8.240369e-01	1
9687	PSMD14	proteasome (prosome, macropain) 26S subunit, non-ATPase, 14	973	49	0	1	1	0	0	0	1	1	1	8.240510e-01	NaN	NaN	8.240510e-01	1
9688	PPP2CA	protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform	954	10	0	0	2	1	0	0	3	3	3	4.689744e-01	1	9.060000e-01	8.240852e-01	1
9689	ACAD9	acyl-Coenzyme A dehydrogenase family, member 9	1934	10	0	5	7	0	0	1	8	8	8	4.692725e-01	1	6.470000e-01	8.243108e-01	1
9690	WARS	tryptophanyl-tRNA synthetase	1456	0	0	3	1	0	1	0	2	2	2	4.694347e-01	1	7.250000e-01	8.244334e-01	1
9691	NEFM	neurofilament, medium polypeptide 150kDa	2763	0	0	11	8	0	1	0	9	9	9	9.525985e-01	1	3.790000e-01	8.245819e-01	1
9692	RIMBP2	RIMS binding protein 2	3227	2	0	17	26	1	0	2	29	25	28	9.908449e-01	3.310000e-01	7.310000e-01	8.246042e-01	1
9693	FAM83B	family with sequence similarity 83, member B	3054	6	0	11	24	0	0	0	24	23	24	4.699264e-01	1	4.530000e-01	8.248050e-01	1
9694	RAPGEF4	Rap guanine nucleotide exchange factor (GEF) 4	3170	1	0	4	8	0	0	1	9	9	9	7.653527e-01	1	4.640000e-01	8.248052e-01	1
9695	ELOVL5	ELOVL family member 5, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)	928	7	0	0	2	0	0	1	3	3	3	4.699522e-01	1	8.710000e-01	8.248245e-01	1
9696	CELA3B	chymotrypsin-like elastase family, member 3B	843	7	0	4	4	0	0	1	5	5	5	6.510984e-01	1	6.860000e-01	8.249309e-01	1
9697	PCSK6	proprotein convertase subtilisin/kexin type 6	3465	0	3	13	8	1	1	0	10	9	10	7.823937e-01	1	3.010000e-01	8.250256e-01	1
9698	GTF2H2C	general transcription factor IIH, polypeptide 2C	1248	257	0	0	1	0	0	0	1	1	1	8.251462e-01	NaN	NaN	8.251462e-01	1
9699	MYL10	myosin, light chain 10, regulatory	709	1	0	2	5	0	0	1	6	6	6	4.705074e-01	1	7.720000e-01	8.252435e-01	1
9700	C12orf44	chromosome 12 open reading frame 44	665	6	0	1	3	0	0	0	3	3	3	4.705177e-01	1	9.060000e-01	8.252512e-01	1
9701	SMU1	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)	1586	11	0	1	3	0	0	0	3	3	3	4.705685e-01	1	6.930000e-01	8.252895e-01	1
9702	NOBOX	NOBOX oogenesis homeobox	1753	2	0	0	6	0	0	0	6	6	6	4.705709e-01	1	8.320000e-01	8.252913e-01	1
9703	MGEA5	meningioma expressed antigen 5 (hyaluronidase)	2811	9	0	1	3	0	0	2	5	5	5	4.706778e-01	1	9.810000e-01	8.253719e-01	1
9704	ARFIP2	ADP-ribosylation factor interacting protein 2 (arfaptin 2)	1340	7	0	1	4	0	0	0	4	4	4	4.708126e-01	1	7.180000e-01	8.254734e-01	1
9705	ORMDL2	ORM1-like 2 (S. cerevisiae)	511	34	0	1	1	0	0	0	1	1	1	8.255173e-01	NaN	NaN	8.255173e-01	1
9706	ADAMTSL1	ADAMTS-like 1	5403	4	0	14	36	1	5	1	43	33	42	4.709202e-01	8.710000e-01	9.980000e-01	8.255545e-01	1
9707	CTSZ	cathepsin Z	932	0	1	5	2	1	1	0	4	4	4	4.710592e-01	1	7.590000e-01	8.256591e-01	1
9708	RNASE9	ribonuclease, RNase A family, 9 (non-active)	646	77	0	1	0	0	0	1	1	1	1	8.257102e-01	NaN	NaN	8.257102e-01	1
9709	CEBPG	CCAAT/enhancer binding protein (C/EBP), gamma	457	21	0	0	1	0	0	0	1	1	1	8.257643e-01	NaN	NaN	8.257643e-01	1
9710	C6orf204	chromosome 6 open reading frame 204	2608	10	1	1	1	0	1	0	2	2	2	9.798089e-01	1	1.410000e-01	8.258314e-01	1
