gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	pCL2	pFN2	pCF	p	q
OR4D2	olfactory receptor, family 4, subfamily D, member 2	924	25	0	1	1	0	0	0	1	1	1	8.964663e-01	NaN	NaN	NaN	NaN	4.122449e-01	8.964663e-01	1
ZNF280B	zinc finger protein 280B	1632	3	0	1	1	0	0	0	1	1	1	8.964838e-01	NaN	NaN	NaN	NaN	2.448980e-01	8.964838e-01	1
LRRC20	leucine rich repeat containing 20	567	25	0	0	2	0	0	0	2	2	2	5.810398e-01	1	6.040000e-01	9.999969e-01	5.971837e-01	9.218195e-01	8.965073e-01	1
RAMP1	receptor (G protein-coupled) activity modifying protein 1	455	26	0	0	1	0	0	0	1	1	1	8.965444e-01	NaN	NaN	NaN	NaN	3.441176e-01	8.965444e-01	1
LARGE	like-glycosyltransferase	2337	2	0	3	10	1	1	0	12	12	12	5.811274e-01	1	6.020000e-01	1	6.161029e-01	2.510813e-01	8.965548e-01	1
DEFB112	defensin, beta 112	346	1	0	2	1	0	0	0	1	1	1	8.966186e-01	NaN	NaN	NaN	NaN	3.471074e-01	8.966186e-01	1
PLOD3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	2289	18	0	6	11	0	0	1	12	12	12	5.812802e-01	1	6.090000e-01	1	6.105609e-01	4.858899e-01	8.966377e-01	1
TMEM41A	transmembrane protein 41A	811	12	1	0	1	1	0	0	2	2	2	5.813915e-01	1	3.510000e-01	9.999985e-01	3.494445e-01	8.947141e-01	8.966981e-01	1
PEX10	peroxisome biogenesis factor 10	1061	3	0	5	4	0	1	0	5	5	5	5.814293e-01	1	6.800000e-01	1.000000e+00	6.777413e-01	1.027396e-01	8.967186e-01	1
LTBP2	latent transforming growth factor beta binding protein 2	5606	8	0	8	13	0	0	0	13	13	13	9.805165e-01	1	4.190000e-01	1	4.192497e-01	5.053202e-01	8.967278e-01	1
FOXC1	forkhead box C1	1662	0	0	10	25	2	0	4	31	19	28	9.822043e-01	5.410000e-01	9.990000e-01	3.465788e-04	9.976316e-01	6.798531e-02	8.967379e-01	1
KLF1	Kruppel-like factor 1 (erythroid)	1097	0	1	0	1	0	0	0	1	1	1	8.967493e-01	NaN	NaN	NaN	NaN	5.999116e-01	8.967493e-01	1
TBC1D10C	TBC1 domain family, member 10C	1373	2	0	0	3	0	0	0	3	3	3	5.814927e-01	1	4.790000e-01	1.000000e+00	4.377037e-01	2.203012e-01	8.967530e-01	1
USP21	ubiquitin specific peptidase 21	1742	6	0	0	4	0	0	0	4	4	4	5.815343e-01	1	9.660000e-01	1.000000e+00	9.625978e-01	1.487214e-01	8.967755e-01	1
PTGIR	prostaglandin I2 (prostacyclin) receptor (IP)	1290	1	0	5	8	0	1	0	9	9	9	8.969194e-01	NaN	NaN	NaN	NaN	7.339244e-02	8.969194e-01	1
ARID3A	AT rich interactive domain 3A (BRIGHT-like)	1810	16	0	2	4	1	0	0	5	5	5	5.820305e-01	1	8.490000e-01	1.000000e+00	8.436434e-01	6.261944e-01	8.970443e-01	1
ACER2	alkaline ceramidase 2	917	66	0	1	1	0	0	0	1	1	1	8.970771e-01	NaN	NaN	NaN	NaN	7.422222e-01	8.970771e-01	1
MRPS31	mitochondrial ribosomal protein S31	1212	9	0	1	1	0	0	0	1	1	1	8.970904e-01	NaN	NaN	NaN	NaN	3.833333e-01	8.970904e-01	1
MGA	MAX gene associated	9286	0	1	8	22	3	1	0	26	22	26	5.821719e-01	1	9.520000e-01	1	9.493113e-01	7.476004e-02	8.971208e-01	1
LRP2	low density lipoprotein-related protein 2	14322	10	6	14	42	1	1	1	45	41	43	9.622721e-01	5.100000e-01	9.570000e-01	5.567472e-02	9.557992e-01	9.762350e-01	8.971223e-01	1
CHSY3	chondroitin sulfate synthase 3	2657	2	1	6	19	0	0	1	20	18	20	5.823274e-01	1	6.080000e-01	1	5.815339e-01	7.507076e-01	8.972049e-01	1
TMEM18	transmembrane protein 18	527	73	0	1	1	0	0	0	1	1	1	8.972478e-01	NaN	NaN	NaN	NaN	7.068966e-01	8.972478e-01	1
ZBTB44	zinc finger and BTB domain containing 44	1782	14	0	0	3	1	0	0	4	4	4	5.825661e-01	1	4.220000e-01	1.000000e+00	4.083550e-01	8.482097e-01	8.973339e-01	1
H3F3B	H3 histone, family 3B (H3.3B)	427	1	0	2	3	0	0	0	3	3	3	5.825895e-01	1	3.730000e-01	1.000000e+00	3.539397e-01	7.387522e-01	8.973466e-01	1
NSDHL	NAD(P) dependent steroid dehydrogenase-like	1146	54	0	2	3	0	0	0	3	3	3	5.826111e-01	1	4.470000e-01	1.000000e+00	4.464140e-01	7.964868e-01	8.973582e-01	1
RPA2	replication protein A2, 32kDa	1141	22	0	0	1	0	0	0	1	1	1	8.974289e-01	NaN	NaN	NaN	NaN	8.955224e-01	8.974289e-01	1
STX11	syntaxin 11	868	8	0	1	3	1	0	0	4	4	4	5.828926e-01	1	9.670000e-01	1.000000e+00	9.658927e-01	9.706340e-01	8.975102e-01	1
CFLAR	CASP8 and FADD-like apoptosis regulator	1978	4	2	4	2	0	0	0	2	2	2	9.896997e-01	1	3.930000e-01	9.999997e-01	3.979040e-01	5.583615e-01	8.975321e-01	1
RPLP0	ribosomal protein, large, P0	997	1	0	3	2	0	0	1	3	3	3	5.829562e-01	1	9.040000e-01	1.000000e+00	9.027081e-01	8.946983e-01	8.975446e-01	1
CD14	CD14 molecule	1132	8	0	1	4	0	0	0	4	4	4	5.831265e-01	1	6.930000e-01	1.000000e+00	7.043685e-01	6.845210e-01	8.976364e-01	1
FBXO32	F-box protein 32	1100	0	2	1	4	0	0	0	4	4	4	5.832421e-01	1	9.260000e-01	1.000000e+00	9.193542e-01	5.985372e-01	8.976988e-01	1
ASS1	argininosuccinate synthetase 1	1294	1	1	5	6	0	0	0	6	6	6	5.834068e-01	1	8.970000e-01	1	9.093990e-01	7.467568e-01	8.977875e-01	1
SARS2	seryl-tRNA synthetase 2, mitochondrial	2057	0	1	1	3	0	0	1	4	4	4	5.834112e-01	1	6.000000e-01	1.000000e+00	5.959203e-01	9.048260e-02	8.977899e-01	1
PSMB5	proteasome (prosome, macropain) subunit, beta type, 5	889	12	0	1	1	0	0	0	1	1	1	8.977985e-01	NaN	NaN	NaN	NaN	9.379845e-01	8.977985e-01	1
DAZL	deleted in azoospermia-like	993	5	1	0	1	0	0	0	1	1	1	8.978066e-01	NaN	NaN	NaN	NaN	7.173913e-01	8.978066e-01	1
SF3A3	splicing factor 3a, subunit 3, 60kDa	1570	1	0	1	1	0	1	0	2	2	2	5.837562e-01	1	4.310000e-01	9.999996e-01	4.259167e-01	6.100109e-01	8.979758e-01	1
TMEM45A	transmembrane protein 45A	896	1	2	1	1	0	0	0	1	1	1	8.980071e-01	NaN	NaN	NaN	NaN	9.927667e-01	8.980071e-01	1
SPNS3	spinster homolog 3 (Drosophila)	1583	1	1	4	5	0	1	0	6	6	6	5.838500e-01	1	8.550000e-01	1	8.452439e-01	5.562481e-01	8.980262e-01	1
REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	1900	7	2	1	6	0	0	0	6	5	6	5.838765e-01	1	3.830000e-01	1.000000e+00	3.737290e-01	5.142175e-01	8.980405e-01	1
OTX1	orthodenticle homeobox 1	1073	0	1	4	4	0	0	1	5	5	5	5.839901e-01	1	7.630000e-01	1.000000e+00	7.640820e-01	9.425134e-01	8.981016e-01	1
ADCK3	aarF domain containing kinase 3	1997	12	0	4	5	1	1	0	7	7	7	5.840297e-01	1	7.180000e-01	1	7.014508e-01	3.620720e-01	8.981229e-01	1
HAPLN1	hyaluronan and proteoglycan link protein 1	1089	21	0	2	5	0	0	0	5	5	5	5.841229e-01	1	8.780000e-01	1.000000e+00	8.493049e-01	5.233507e-01	8.981730e-01	1
HSP90AA1	heat shock protein 90kDa alpha (cytosolic), class A member 1	2631	19	1	2	5	0	1	1	7	6	7	5.842922e-01	1	6.230000e-01	1	6.346607e-01	2.744345e-01	8.982640e-01	1
NIT1	nitrilase 1	1082	57	0	2	3	0	0	0	3	3	3	5.843509e-01	1	5.840000e-01	1.000000e+00	5.552713e-01	6.342636e-02	8.982955e-01	1
FNBP4	formin binding protein 4	3118	1	0	2	4	0	0	2	6	6	6	5.845381e-01	1	7.890000e-01	1	7.947414e-01	5.852954e-01	8.983961e-01	1
ZNF528	zinc finger protein 528	2087	1	0	6	8	0	0	2	10	10	10	9.874720e-01	1	4.580000e-01	1	4.452482e-01	5.333152e-01	8.984204e-01	1
CEP135	centrosomal protein 135kDa	3566	5	1	3	7	0	0	2	9	9	9	5.846033e-01	1	6.760000e-01	1	6.954319e-01	2.696090e-01	8.984311e-01	1
MAT2A	methionine adenosyltransferase II, alpha	1222	13	0	1	1	0	0	0	1	1	1	8.985337e-01	NaN	NaN	NaN	NaN	7.086420e-01	8.985337e-01	1
NDP	Norrie disease (pseudoglioma)	406	0	0	2	1	0	0	0	1	1	1	8.985470e-01	NaN	NaN	NaN	NaN	1	8.985470e-01	1
KIF12	kinesin family member 12	1594	4	4	1	8	0	1	0	9	8	9	5.848324e-01	1	4.630000e-01	1	4.538539e-01	5.657609e-01	8.985540e-01	1
OR10H1	olfactory receptor, family 10, subfamily H, member 1	957	52	0	0	1	0	0	0	1	1	1	8.985791e-01	NaN	NaN	NaN	NaN	1.388889e-01	8.985791e-01	1
OR10G4	olfactory receptor, family 10, subfamily G, member 4	936	27	0	1	1	0	0	0	1	1	1	8.986865e-01	NaN	NaN	NaN	NaN	9.741379e-01	8.986865e-01	1
ZFP41	zinc finger protein 41 homolog (mouse)	597	33	0	0	2	0	0	0	2	2	2	5.851970e-01	1	7.660000e-01	9.999972e-01	7.632222e-01	1.830738e-01	8.987495e-01	1
B3GALNT2	beta-1,3-N-acetylgalactosaminyltransferase 2	1689	1	0	1	3	0	1	0	4	4	4	5.852046e-01	1	7.870000e-01	1.000000e+00	7.673495e-01	6.672277e-01	8.987536e-01	1
FAM162B	family with sequence similarity 162, member B	501	15	1	0	1	0	0	1	2	2	2	5.852750e-01	1	6.310000e-01	9.999961e-01	6.447282e-01	6.867686e-01	8.987913e-01	1
GBAS	glioblastoma amplified sequence	897	3	0	1	3	0	0	0	3	3	3	5.855036e-01	1	6.370000e-01	1.000000e+00	6.346027e-01	1.959195e-01	8.989137e-01	1
KPNA3	karyopherin alpha 3 (importin alpha 4)	1630	5	1	0	1	0	0	0	1	1	1	8.989457e-01	NaN	NaN	NaN	NaN	6.808511e-01	8.989457e-01	1
GPRC5A	G protein-coupled receptor, family C, group 5, member A	1086	17	0	1	4	0	0	0	4	3	4	5.855802e-01	1	5.490000e-01	1.000000e+00	5.701825e-01	3.484230e-01	8.989547e-01	1
EIF3H	eukaryotic translation initiation factor 3, subunit H	1133	9	0	3	2	1	0	1	4	4	4	5.856646e-01	1	8.270000e-01	1.000000e+00	8.291585e-01	7.976640e-01	8.989998e-01	1
DNAJC3	DnaJ (Hsp40) homolog, subfamily C, member 3	1559	0	0	1	1	0	0	1	2	2	2	5.856678e-01	1	5.960000e-01	9.999996e-01	5.675350e-01	3.641139e-01	8.990016e-01	1
CNDP2	CNDP dipeptidase 2 (metallopeptidase M20 family)	1468	75	1	2	5	0	0	0	5	5	5	5.856746e-01	1	7.940000e-01	1.000000e+00	7.825062e-01	2.283516e-01	8.990052e-01	1
MORF4L2	mortality factor 4 like 2	867	0	0	3	0	1	0	0	1	1	1	8.990610e-01	NaN	NaN	NaN	NaN	9.287926e-03	8.990610e-01	1
PAK6	p21(CDKN1A)-activated kinase 6	2078	1	0	2	5	1	0	0	6	6	6	5.857998e-01	1	8.540000e-01	1	8.565058e-01	7.654607e-01	8.990722e-01	1
CYGB	cytoglobin	857	12	0	1	1	0	0	0	1	1	1	8.990893e-01	NaN	NaN	NaN	NaN	8.395062e-01	8.990893e-01	1
EIF5B	eukaryotic translation initiation factor 5B	3755	2	0	1	6	1	0	0	7	6	7	5.859947e-01	1	9.990000e-01	1	9.987017e-01	5.788465e-01	8.991764e-01	1
RANBP9	RAN binding protein 9	2242	1	0	0	2	0	0	0	2	2	2	5.860294e-01	1	9.740000e-01	9.999998e-01	9.700239e-01	7.307198e-01	8.991949e-01	1
KRTAP4-12	keratin associated protein 4-12	606	25	0	0	1	0	0	0	1	1	1	8.992845e-01	NaN	NaN	NaN	NaN	3.798450e-01	8.992845e-01	1
TMEM136	transmembrane protein 136	808	19	0	0	1	0	0	0	1	1	1	8.994657e-01	NaN	NaN	NaN	NaN	5.724638e-01	8.994657e-01	1
CD86	CD86 molecule	1014	7	0	2	1	0	0	0	1	1	1	8.995554e-01	NaN	NaN	NaN	NaN	7.593985e-01	8.995554e-01	1
CD81	CD81 molecule	1122	7	0	1	1	0	0	0	1	1	1	8.996073e-01	NaN	NaN	NaN	NaN	6.036036e-01	8.996073e-01	1
ZNF549	zinc finger protein 549	2053	11	0	1	5	0	0	0	5	5	5	5.868388e-01	1	5.450000e-01	1.000000e+00	5.519979e-01	4.960763e-01	8.996269e-01	1
COPG2	coatomer protein complex, subunit gamma 2	773	40	1	0	2	0	0	0	2	2	2	5.869579e-01	1	4.460000e-01	9.999983e-01	4.364706e-01	6.216425e-01	8.996904e-01	1
RSPO4	R-spondin family, member 4	721	54	0	0	4	0	0	0	4	4	4	5.871481e-01	1	9.320000e-01	1.000000e+00	9.272516e-01	8.018931e-01	8.997916e-01	1
C1orf116	chromosome 1 open reading frame 116	1814	15	0	1	3	0	0	0	3	3	3	5.872441e-01	1	8.380000e-01	1.000000e+00	8.330029e-01	5.172106e-01	8.998428e-01	1
ZNF790	zinc finger protein 790	1923	3	0	2	6	0	0	1	7	6	7	5.872602e-01	1	7.620000e-01	1	7.600527e-01	9.059090e-01	8.998513e-01	1
ASGR1	asialoglycoprotein receptor 1	906	18	0	1	1	0	0	0	1	1	1	8.999616e-01	NaN	NaN	NaN	NaN	8.201058e-01	8.999616e-01	1
PTRF	polymerase I and transcript release factor	1177	0	0	5	2	0	0	0	2	2	2	9.649421e-01	1	6.080000e-01	9.999993e-01	6.261452e-01	3.679487e-01	9.000586e-01	1
AHRR	aryl-hydrocarbon receptor repressor	2407	15	0	2	8	0	0	0	8	8	8	5.876634e-01	1	9.340000e-01	1	9.386231e-01	5.726716e-01	9.000658e-01	1
CBLN3	cerebellin 3 precursor	777	12	0	0	1	0	0	0	1	1	1	9.002046e-01	NaN	NaN	NaN	NaN	5.999116e-01	9.002046e-01	1
OR2B11	olfactory receptor, family 2, subfamily B, member 11	954	9	0	3	3	0	0	0	3	3	3	9.059890e-01	1	5.420000e-01	1.000000e+00	5.489548e-01	9.472794e-01	9.002377e-01	1
METTL8	methyltransferase like 8	1169	4	0	0	2	0	0	0	2	2	2	5.880122e-01	1	6.900000e-01	9.999993e-01	6.667707e-01	1.260361e-01	9.002511e-01	1
CD200R1	CD200 receptor 1	1120	3	0	0	3	0	0	0	3	2	3	5.880528e-01	1	9.440000e-01	9.999992e-01	9.395348e-01	9.379217e-01	9.002727e-01	1
SPP2	secreted phosphoprotein 2, 24kDa	664	7	1	1	1	0	0	0	1	1	1	9.002763e-01	NaN	NaN	NaN	NaN	8.208955e-01	9.002763e-01	1
GET4	golgi to ER traffic protein 4 homolog (S. cerevisiae)	1016	7	2	1	3	0	0	1	4	3	4	5.881022e-01	1	8.630000e-01	1.000000e+00	8.641347e-01	8.909089e-01	9.002989e-01	1
LOXL3	lysyl oxidase-like 3	2316	1	0	2	2	0	0	1	3	3	3	5.881578e-01	1	9.830000e-01	1.000000e+00	9.845098e-01	7.575953e-01	9.003284e-01	1
RGN	regucalcin (senescence marker protein-30)	920	41	1	0	2	0	0	0	2	2	2	5.882273e-01	1	8.640000e-01	9.999988e-01	8.528670e-01	8.408855e-02	9.003653e-01	1
TFAP2D	transcription factor AP-2 delta (activating enhancer binding protein 2 delta)	1387	3	0	6	15	0	1	0	16	16	16	5.882528e-01	1	8.640000e-01	1	8.538448e-01	8.712207e-01	9.003789e-01	1
ETV2	ets variant gene 2	1129	34	0	1	4	0	0	0	4	4	4	5.882721e-01	1	9.970000e-01	1.000000e+00	9.961634e-01	2.989384e-01	9.003891e-01	1
FAM13B	family with sequence similarity 13, member B	2898	0	0	2	3	0	1	0	4	4	4	5.882726e-01	1	8.720000e-01	1.000000e+00	8.783090e-01	4.232408e-01	9.003894e-01	1
ZNF598	zinc finger protein 598	2761	0	0	7	7	0	1	1	9	9	9	8.538207e-01	1	4.150000e-01	1	4.149370e-01	2.050455e-02	9.003946e-01	1
CREB3L2	cAMP responsive element binding protein 3-like 2	1881	1	2	5	3	0	0	0	3	3	3	9.644204e-01	1	5.490000e-01	1.000000e+00	5.370181e-01	4.212946e-01	9.004020e-01	1
CECR6	cat eye syndrome chromosome region, candidate 6	1737	3	0	0	10	0	0	0	10	7	10	5.883077e-01	1	9.340000e-01	1	9.346530e-01	3.271387e-01	9.004080e-01	1
SMARCAD1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1	3175	15	1	2	8	0	0	0	8	8	8	5.883837e-01	1	6.080000e-01	1	6.178105e-01	1.400613e-01	9.004483e-01	1
HAAO	3-hydroxyanthranilate 3,4-dioxygenase	897	70	0	1	1	0	0	0	1	1	1	9.004697e-01	NaN	NaN	NaN	NaN	8.293515e-01	9.004697e-01	1
YIPF3	Yip1 domain family, member 3	1103	51	0	2	3	0	0	0	3	3	3	5.885037e-01	1	9.700000e-01	1.000000e+00	9.637921e-01	1.610756e-01	9.005119e-01	1
FOXA3	forkhead box A3	1057	0	1	3	6	0	0	0	6	6	6	5.885606e-01	1	9.470000e-01	1.000000e+00	9.518660e-01	6.694256e-02	9.005421e-01	1
PDCD5	programmed cell death 5	528	31	0	0	1	0	0	1	2	2	2	5.885834e-01	1	5.720000e-01	9.999965e-01	5.697537e-01	8.585653e-01	9.005542e-01	1
SELT		604	0	1	1	1	0	0	0	1	1	1	9.007096e-01	NaN	NaN	NaN	NaN	8.835979e-01	9.007096e-01	1
MPP5	membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)	2082	0	0	1	1	0	1	0	2	2	2	5.888913e-01	1	7.330000e-01	9.999998e-01	7.038847e-01	3.050340e-01	9.007173e-01	1
KLHL24	kelch-like 24 (Drosophila)	1833	9	0	0	1	0	0	0	1	1	1	9.007260e-01	NaN	NaN	NaN	NaN	7.777778e-01	9.007260e-01	1
SUN2	Sad1 and UNC84 domain containing 2	2394	4	3	0	5	0	1	0	6	6	6	5.889519e-01	1	7.570000e-01	1	7.575495e-01	5.358540e-01	9.007494e-01	1
BIN3	bridging integrator 3	933	3	0	2	0	0	0	1	1	1	1	9.007728e-01	NaN	NaN	NaN	NaN	5.794769e-01	9.007728e-01	1
C10orf82	chromosome 10 open reading frame 82	723	7	1	1	1	0	0	0	1	1	1	9.007837e-01	NaN	NaN	NaN	NaN	2.457627e-01	9.007837e-01	1
SMS	spermine synthase	1198	4	1	2	2	0	0	0	2	2	2	5.894464e-01	1	9.880000e-01	9.999993e-01	9.849543e-01	5.971751e-01	9.010110e-01	1
MAPK13	mitogen-activated protein kinase 13	1144	2	2	1	4	0	0	0	4	4	4	5.895373e-01	1	9.500000e-01	1.000000e+00	9.489441e-01	4.793034e-01	9.010590e-01	1
MRPS25	mitochondrial ribosomal protein S25	645	2	1	1	1	0	0	1	2	2	2	5.896217e-01	1	6.600000e-01	9.999976e-01	6.833736e-01	3.955080e-01	9.011036e-01	1
TMC6	transmembrane channel-like 6	2531	9	1	2	9	0	1	1	11	11	10	5.898016e-01	1	9.670000e-01	1	9.634427e-01	6.857127e-01	9.011986e-01	1
ANKRD46	ankyrin repeat domain 46	760	9	2	0	1	0	0	0	1	1	1	9.012431e-01	NaN	NaN	NaN	NaN	7.600000e-01	9.012431e-01	1
CEP85	centrosomal protein 85kDa	2180	24	1	3	5	0	0	0	5	5	5	9.378825e-01	1	5.100000e-01	1.000000e+00	5.279891e-01	4.322453e-01	9.012654e-01	1
SPAG6	sperm associated antigen 6	1846	2	0	1	5	1	0	0	6	5	6	5.899688e-01	1	6.700000e-01	1.000000e+00	6.657836e-01	4.282797e-01	9.012869e-01	1
FUT7	fucosyltransferase 7 (alpha (1,3) fucosyltransferase)	1034	13	0	3	4	0	0	1	5	5	5	5.899975e-01	1	8.060000e-01	1.000000e+00	8.006128e-01	1.613705e-01	9.013020e-01	1
TGFB1I1	transforming growth factor beta 1 induced transcript 1	1426	22	0	2	3	0	1	0	4	4	4	5.901055e-01	1	4.940000e-01	1.000000e+00	5.163153e-01	7.707117e-01	9.013590e-01	1
NUB1	negative regulator of ubiquitin-like proteins 1	1976	5	0	0	5	0	0	0	5	5	5	5.901600e-01	1	8.980000e-01	1.000000e+00	9.056659e-01	4.195747e-01	9.013877e-01	1
GTPBP4	GTP binding protein 4	1969	0	0	2	1	0	0	0	1	1	1	9.014340e-01	NaN	NaN	NaN	NaN	3.486239e-01	9.014340e-01	1
OR51M1	olfactory receptor, family 51, subfamily M, member 1	981	8	0	3	5	0	0	0	5	5	5	5.903771e-01	1	8.830000e-01	1.000000e+00	8.897851e-01	3.318536e-01	9.015022e-01	1
BEND2	BEN domain containing 2	2476	32	0	5	6	0	0	0	6	6	6	5.903853e-01	1	7.810000e-01	1	7.729708e-01	7.160660e-01	9.015065e-01	1
OR4C46	olfactory receptor, family 4, subfamily C, member 46	930	21	0	2	2	0	0	1	3	3	3	8.292114e-01	1	6.430000e-01	1.000000e+00	6.473913e-01	2.324654e-01	9.015134e-01	1
PPP1R8	protein phosphatase 1, regulatory (inhibitor) subunit 8	1080	13	1	1	1	1	0	0	2	2	2	5.904633e-01	1	6.770000e-01	9.999991e-01	6.747128e-01	5.478467e-01	9.015476e-01	1
SIPA1L1	signal-induced proliferation-associated 1 like 1	5495	1	1	2	9	0	1	0	10	10	10	5.905051e-01	1	5.640000e-01	1	5.654642e-01	2.783443e-01	9.015696e-01	1
SBF2	SET binding factor 2	5706	19	2	5	7	1	0	2	10	10	10	5.906398e-01	1	8.850000e-01	1	8.670384e-01	6.598798e-01	9.016405e-01	1
RB1CC1	RB1-inducible coiled-coil 1	4869	0	1	3	10	1	0	1	12	10	12	5.906591e-01	1	6.410000e-01	1	6.573145e-01	9.137515e-02	9.016507e-01	1
PRDM4	PR domain containing 4	2446	13	0	2	6	0	0	0	6	6	6	5.908775e-01	1	9.530000e-01	1	9.563146e-01	2.134360e-01	9.017657e-01	1
ARMCX6	armadillo repeat containing, X-linked 6	903	14	0	1	1	0	0	0	1	1	1	9.018134e-01	NaN	NaN	NaN	NaN	9.846154e-01	9.018134e-01	1
CCNL2	cyclin L2	1627	4	4	3	10	0	1	1	12	8	12	5.909746e-01	1	9.700000e-01	1	9.683203e-01	8.775365e-01	9.018167e-01	1
AGK	acylglycerol kinase	1392	2	1	2	5	0	0	0	5	5	5	5.910502e-01	1	8.180000e-01	1.000000e+00	8.198161e-01	6.293603e-01	9.018565e-01	1
IBTK	inhibitor of Bruton agammaglobulinemia tyrosine kinase	4170	2	1	4	9	0	0	0	9	9	9	5.911368e-01	1	9.760000e-01	1	9.770925e-01	9.955486e-01	9.019020e-01	1
TBCCD1	TBCC domain containing 1	1744	4	0	0	3	0	0	0	3	3	3	5.911385e-01	1	4.460000e-01	1.000000e+00	4.527708e-01	6.040983e-01	9.019029e-01	1
UBE2U	ubiquitin-conjugating enzyme E2U (putative)	713	3	1	2	1	0	0	0	1	1	1	9.019220e-01	NaN	NaN	NaN	NaN	3.795918e-01	9.019220e-01	1
RSL24D1	ribosomal L24 domain containing 1	512	39	0	1	1	0	0	0	1	1	1	9.020067e-01	NaN	NaN	NaN	NaN	9.222798e-01	9.020067e-01	1
OR4D11	olfactory receptor, family 4, subfamily D, member 11	936	7	0	2	2	0	0	0	2	2	2	7.660408e-01	1	7.350000e-01	9.999989e-01	7.512103e-01	4.384492e-01	9.020317e-01	1
IGSF9B	immunoglobulin superfamily, member 9B	4459	0	0	7	14	0	1	1	16	14	16	5.914000e-01	1	7.080000e-01	1	6.945918e-01	4.549305e-01	9.020404e-01	1
BMPER	BMP binding endothelial regulator	2114	9	2	4	8	1	1	0	10	10	10	5.914889e-01	1	7.560000e-01	1	7.674594e-01	2.387617e-01	9.020870e-01	1
PDIA6	protein disulfide isomerase family A, member 6	1648	9	0	0	1	0	0	1	2	2	2	5.915103e-01	1	8.190000e-01	9.999996e-01	8.188330e-01	4.745587e-02	9.020983e-01	1
BARD1	BRCA1 associated RING domain 1	2392	9	1	2	4	0	0	1	5	3	5	9.960258e-01	1	5.540000e-01	1.000000e+00	5.586163e-01	7.168469e-01	9.021660e-01	1
TMEM26	transmembrane protein 26	1196	10	0	3	6	0	1	0	7	7	7	5.916611e-01	1	8.080000e-01	1	8.123102e-01	9.784172e-01	9.021774e-01	1
GPR155	G protein-coupled receptor 155	2669	11	0	2	4	1	0	0	5	5	5	5.917442e-01	1	5.310000e-01	1.000000e+00	5.317829e-01	6.052051e-01	9.022210e-01	1
C14orf177	chromosome 14 open reading frame 177	382	7	1	1	5	0	0	0	5	5	5	5.919336e-01	1	9.110000e-01	1.000000e+00	8.987083e-01	6.014539e-01	9.023204e-01	1
RNF122	ring finger protein 122	488	9	0	0	2	0	0	0	2	2	2	5.919490e-01	1	5.870000e-01	9.999959e-01	5.832698e-01	4.294506e-02	9.023285e-01	1
RBM11	RNA binding motif protein 11	862	4	0	0	0	1	0	0	1	1	1	9.023406e-01	NaN	NaN	NaN	NaN	5.052632e-01	9.023406e-01	1
HIPK3	homeodomain interacting protein kinase 3	3710	4	1	2	8	0	0	0	8	8	8	5.920928e-01	1	7.250000e-01	1	7.413017e-01	4.540140e-01	9.024038e-01	1
KPNA2	karyopherin alpha 2 (RAG cohort 1, importin alpha 1)	1626	15	0	2	1	0	0	3	4	3	4	5.921538e-01	1	5.700000e-01	1.000000e+00	5.666854e-01	9.618956e-01	9.024358e-01	1
MAD2L1BP	MAD2L1 binding protein	981	0	0	2	3	1	0	0	4	4	4	5.921763e-01	1	9.790000e-01	1.000000e+00	9.768918e-01	1.979952e-01	9.024476e-01	1
MCCC2	methylcrotonoyl-Coenzyme A carboxylase 2 (beta)	1774	4	2	1	2	0	1	1	4	4	4	5.922555e-01	1	9.960000e-01	1.000000e+00	9.971470e-01	5.818359e-01	9.024891e-01	1
MROH7		4240	35	1	6	9	1	1	0	11	11	11	5.923127e-01	1	7.040000e-01	1	6.952493e-01	6.969012e-01	9.025190e-01	1
TSPAN4	tetraspanin 4	802	2	1	0	1	0	0	0	1	1	1	9.026148e-01	NaN	NaN	NaN	NaN	2.151163e-01	9.026148e-01	1
SMG5	Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)	3354	9	2	4	8	0	0	1	9	9	9	5.925727e-01	1	9.820000e-01	1	9.846453e-01	9.192321e-01	9.026551e-01	1
SSBP4	single stranded DNA binding protein 4	1273	2	0	1	5	0	0	0	5	5	5	5.927087e-01	1	9.520000e-01	1.000000e+00	9.486168e-01	5.603652e-01	9.027263e-01	1
SNRPN	small nuclear ribonucleoprotein polypeptide N	764	1	0	0	2	0	0	0	2	2	2	5.928833e-01	1	3.220000e-01	9.999983e-01	3.271701e-01	1.057009e-01	9.028176e-01	1
EPPK1	epiplakin 1	7263	1	0	12	36	0	0	2	38	30	38	5.929804e-01	1	8.440000e-01	1	8.432620e-01	8.160685e-01	9.028683e-01	1
LRRC23	leucine rich repeat containing 23	1305	4	0	0	1	0	0	0	1	1	1	9.029122e-01	NaN	NaN	NaN	NaN	6.984127e-01	9.029122e-01	1
